3,3.45,accel= 27.71,60429
3,7.39,accel= 5.00,60536
3,3.80,accel= 3.61,60551
3,3.80,accel= 3.61,60565
3,3.80,accel= 3.61,60579
3,3.80,accel= 3.61,60594
3,3.74,accel= 2.83,60608
3,3.74,accel= 2.83,60623
3,3.74,accel= 2.24,60638
3,3.74,accel= 2.45,60652
3,3.74,accel= 1.73,60669
3,4.05,accel= 1.73,60684
3,4.05,accel= 1.73,60698
3,4.05,accel= 1.73,60712
3,4.05,accel= 1.41,60728
4,4.47,accel= 1.00,60742
4,4.47,accel= 1.00,60756
4,4.47,accel= 1.00,60771
4,4.47,accel= 2.00,60786
4,4.81,accel= 2.00,60801
4,4.81,accel= 2.00,60818
4,4.81,accel= 2.00,60832
4,4.81,accel= 2.00,60847
4,4.81,accel= 2.00,60861
4,4.77,accel= 2.00,60876
4,4.77,accel= 2.00,60891
4,4.77,accel= 1.41,60905
4,4.77,accel= 1.41,60921
4,4.67,accel= 1.41,60936
4,4.67,accel= 1.41,60953
4,4.67,accel= 1.41,60967
4,4.67,accel= 1.00,60982
4,4.78,accel= 1.00,60996
4,4.78,accel= 1.00,61011
4,4.78,accel= 1.00,61026
4,4.78,accel= 1.00,61040
4,4.78,accel= 1.00,61054
4,5.28,accel= 1.00,61069
4,5.28,accel= 1.00,61084
5,5.28,accel= 1.00,61101
5,5.28,accel= 1.00,61116
5,5.50,accel= 1.00,61130
5,5.50,accel= 1.00,61145
5,5.50,accel= 1.00,61159
5,5.50,accel= 1.00,61173
5,5.48,accel= 1.00,61189
5,5.51,accel= 1.00,61203
5,5.51,accel= 1.00,61217
5,5.51,accel= 1.00,61232
5,5.51,accel= 1.00,61249
5,5.88,accel= 1.00,61263
5,5.88,accel= 1.00,61279
5,5.88,accel= 0.00,61293
5,5.88,accel= 0.00,61307
5,6.09,accel= 1.00,61322
5,6.09,accel= 1.00,61336
5,6.09,accel= 1.00,61351
5,6.09,accel= 1.00,61367
5,6.10,accel= 1.41,61384
5,6.10,accel= 1.00,61399
6,6.10,accel= 1.00,61413
6,6.10,accel= 1.00,61427
6,6.10,accel= 1.00,61442
6,6.00,accel= 1.00,61457
6,6.00,accel= 1.00,61471
6,6.00,accel= 1.00,61486
6,6.00,accel= 1.00,61500
6,6.31,accel= 1.00,61515
6,6.31,accel= 1.00,61532
6,6.31,accel= 1.00,61546
6,6.31,accel= 1.00,61560
6,6.31,accel= 1.00,61576
6,6.19,accel= 1.00,61590
6,6.19,accel= 1.00,61604
6,6.19,accel= 1.00,61619
6,6.19,accel= 1.00,61633
6,5.80,accel= 1.00,61647
6,5.80,accel= 1.00,61662
6,5.80,accel= 1.00,61679
5,5.80,accel= 1.00,61693
5,5.89,accel= 0.00,61708
5,5.89,accel= 0.00,61722
5,5.89,accel= 0.00,61736
5,5.89,accel= 0.00,61751
5,5.89,accel= 0.00,61765
5,5.55,accel= 0.00,61779
5,5.55,accel= 0.00,61795
5,5.55,accel= 0.00,61812
5,5.55,accel= 0.00,61827
5,5.17,accel= 0.00,61841
5,5.17,accel= 0.00,61855
5,5.17,accel= 0.00,61870
5,5.17,accel= 0.00,61884
5,5.17,accel= 0.00,61898
5,5.11,accel= 0.00,61914
5,5.11,accel= 0.00,61928
5,5.11,accel= 0.00,61942
5,5.11,accel= 0.00,61960
5,5.16,accel= 0.00,61974
5,5.16,accel= 0.00,61988
5,5.16,accel= 1.00,62003
5,5.16,accel= 0.00,62017
5,4.63,accel= 0.00,62032
4,4.63,accel= 1.41,62047
4,4.63,accel= 1.00,62061
4,4.63,accel= 0.00,62075
4,4.63,accel= 1.00,62090
4,4.83,accel= 1.00,62107
4,4.83,accel= 1.41,62123
4,4.83,accel= 1.00,62137
4,4.83,accel= 1.00,62151
4,4.82,accel= 1.00,62166
4,4.82,accel= 1.00,62180
4,4.82,accel= 1.00,62195
4,4.82,accel= 2.00,62210
4,4.61,accel= 2.00,62224
4,4.61,accel= 2.00,62242
4,4.61,accel= 2.00,62257
4,4.61,accel= 2.24,62271
4,4.61,accel= 2.24,62285
4,4.02,accel= 2.24,62301
4,4.02,accel= 2.24,62315
4,4.02,accel= 1.73,62329
4,4.02,accel= 2.45,62344
4,2.96,accel= 2.83,62358
3,2.96,accel= 3.61,62373
3,2.96,accel= 4.58,62391
3,2.96,accel= 5.00,62405
3,2.63,accel= 5.00,62419
3,2.63,accel= 4.24,62434
3,2.63,accel= 4.24,62449
2,2.63,accel= 4.36,62464
2,2.63,accel= 4.36,62478
2,2.91,accel= 4.90,62492
2,2.91,accel= 4.58,62508
2,2.91,accel= 4.47,62522
2,2.91,accel= 3.61,62539
2,1.85,accel= 3.61,62554
2,1.85,accel= 2.83,62568
2,1.85,accel= 3.16,62583
