1.30, 3.10, 26.57, 13838, 0
1.66, 3.10, 26.57, 13863, 0
1.95, 3.10, 25.42, 13877, 0
2.18, 3.10, 26.57, 13891, 0
2.46, 3.57, 7.21, 13908, 0
2.68, 3.57, 6.40, 13923, 0
2.86, 3.57, 5.39, 13937, 0
3.00, 3.57, 5.00, 13950, 0
3.12, 3.57, 4.36, 13965, 0
3.22, 3.66, 4.90, 13978, 0
3.31, 3.66, 3.32, 13997, 0
3.38, 3.66, 3.16, 14011, 0
3.44, 3.66, 3.16, 14024, 0
3.48, 3.66, 3.32, 14039, 0
3.52, 3.66, 3.16, 14052, 0
3.55, 3.66, 2.83, 14066, 0
3.57, 3.66, 2.83, 14085, 0
3.50, 3.23, 2.83, 14098, 0
3.45, 3.23, 2.24, 14112, 0
3.41, 3.23, 2.24, 14129, 0
3.37, 3.23, 2.00, 14143, 0
3.34, 3.23, 1.00, 14161, 0
3.40, 3.64, 1.00, 14175, 0
3.45, 3.64, 1.00, 14189, 0
3.49, 3.64, 1.00, 14203, 0
3.52, 3.64, 1.00, 14217, 0
3.63, 4.07, 0.00, 14231, 0
3.72, 4.07, 0.00, 14249, 0
3.79, 4.07, 0.00, 14264, 0
3.84, 4.07, 0.00, 14277, 0
3.83, 3.78, 0.00, 14291, 0
3.86, 3.97, 0.00, 14305, 0
3.88, 3.97, 0.00, 14319, 0
3.90, 3.97, 0.00, 14338, 0
3.91, 3.97, 0.00, 14352, 0
3.92, 3.97, 1.00, 14365, 0
3.93, 3.97, 1.00, 14380, 0
3.94, 3.97, 1.00, 14396, 0
3.94, 3.97, 1.00, 14410, 0
4.04, 4.42, 1.00, 14429, 0
4.12, 4.42, 1.00, 14442, 0
4.18, 4.42, 1.00, 14456, 0
4.23, 4.42, 1.00, 14471, 0
4.26, 4.42, 1.00, 14484, 0
4.38, 4.84, 1.00, 14498, 0
4.47, 4.84, 1.00, 14517, 0
4.54, 4.84, 1.00, 14531, 0
4.60, 4.84, 1.00, 14544, 0
4.71, 5.13, 1.00, 14559, 0
4.79, 5.13, 1.00, 14573, 0
4.86, 5.13, 1.00, 14586, 0
4.91, 5.13, 1.00, 14605, 0
4.99, 5.27, 1.00, 14619, 0
5.04, 5.27, 1.00, 14633, 0
5.09, 5.27, 1.00, 14647, 0
5.12, 5.27, 1.00, 14664, 0
5.17, 5.33, 1.00, 14683, 0
5.20, 5.33, 1.00, 14696, 0
5.23, 5.33, 1.00, 14710, 0
5.25, 5.33, 1.00, 14725, 0
5.27, 5.33, 1.00, 14738, 0
5.27, 5.28, 1.00, 14752, 0
5.27, 5.28, 1.00, 14771, 0
5.27, 5.28, 1.00, 14785, 0
5.27, 5.28, 1.00, 14798, 0
5.29, 5.35, 1.00, 14813, 0
5.30, 5.35, 1.00, 14826, 0
5.31, 5.35, 1.00, 14840, 0
5.32, 5.35, 1.00, 14859, 0
5.33, 5.35, 1.00, 14873, 0
5.31, 5.25, 1.00, 14886, 0
5.30, 5.25, 1.00, 14901, 0
5.29, 5.25, 1.00, 14915, 0
5.28, 5.25, 1.00, 14928, 0
5.25, 5.11, 1.00, 14945, 0
5.22, 5.11, 1.00, 14959, 0
5.20, 5.11, 1.00, 14973, 0
5.18, 5.11, 1.00, 14987, 0
5.17, 5.11, 1.00, 15001, 0
5.20, 5.31, 1.00, 15015, 0
5.22, 5.31, 1.00, 15034, 0
5.24, 5.31, 1.00, 15047, 0
5.25, 5.31, 1.00, 15062, 0
5.24, 5.20, 0.00, 15076, 0
5.23, 5.20, 0.00, 15089, 0
5.23, 5.20, 0.00, 15104, 0
5.22, 5.20, 0.00, 15122, 0
5.23, 5.25, 0.00, 15135, 0
5.23, 5.25, 0.00, 15150, 0
5.23, 5.25, 0.00, 15164, 0
5.24, 5.25, 0.00, 15177, 0
5.24, 5.25, 1.00, 15192, 0
5.20, 5.03, 0.00, 15212, 0
5.16, 5.03, 1.00, 15226, 0
5.14, 5.03, 0.00, 15241, 0
5.12, 5.03, 1.00, 15254, 0
5.10, 5.05, 1.41, 15268, 0
5.09, 5.05, 1.41, 15283, 0
5.09, 5.05, 1.41, 15301, 0
5.08, 5.05, 1.73, 15314, 0
5.11, 5.21, 1.41, 15329, 0
5.13, 5.21, 1.41, 15343, 0
5.14, 5.21, 1.41, 15356, 0
5.16, 5.21, 1.41, 15371, 0
5.17, 5.21, 2.24, 15389, 0
5.14, 5.06, 2.24, 15404, 0
5.13, 5.06, 2.24, 15417, 0
5.11, 5.06, 2.00, 15431, 0
5.10, 5.06, 2.00, 15446, 0
4.98, 4.48, 3.00, 15459, 0
4.88, 4.48, 2.00, 15480, 0
4.80, 4.48, 2.00, 15495, 0
4.73, 4.48, 2.00, 15508, 0
4.67, 4.39, 2.00, 15522, 0
4.61, 4.39, 2.00, 15537, 0
4.57, 4.39, 2.24, 15555, 0
4.53, 4.39, 2.83, 15569, 0
4.50, 4.39, 2.83, 15583, 0
4.42, 4.09, 2.24, 15597, 0
4.35, 4.09, 2.24, 15611, 1
4.30, 4.09, 2.00, 15625, 1
4.26, 4.09, 1.00, 15643, 1
4.12, 3.56, 1.00, 15657, 1
4.01, 3.56, 1.00, 15671, 1
3.92, 3.56, 1.00, 15685, 1
3.85, 3.56, 1.00, 15699, 1
3.79, 3.56, 3.16, 15713, 1
3.64, 3.03, 0.00, 15731, 1
3.52, 3.03, 1.00, 15748, 1
3.42, 3.03, 1.00, 15762, 1
3.34, 3.03, 1.41, 15775, 1
3.16, 2.44, 1.41, 15790, 1
3.02, 2.44, 1.41, 15804, 1
2.90, 2.44, 1.41, 15822, 1
2.81, 2.44, 5.48, 15836, 1
2.57, 1.61, 9.49, 15850, 1
2.38, 1.61, 1.00, 15863, 1
2.23, 1.61, 3.16, 15878, 1
2.10, 1.61, 22.49, 15892, 1
1.97, 1.44, 6.00, 15910, 1
1.87, 1.44, 2.45, 15924, 1
1.66, 1.44, 26.57, 15950, 1
1.62, 1.44, 20.47, 15970, 1
1.01, 1.14, 7.28, 18629, 1
1.03, 1.14, 7.28, 18648, 1
