1.13, 2.35, 26.57, 16037, 0
1.38, 2.35, 22.14, 16065, 0
1.57, 2.35, 12.88, 16078, 0
1.73, 2.35, 8.49, 16093, 0
2.42, 5.17, 9.27, 16106, 0
2.97, 5.17, 8.12, 16123, 0
3.41, 5.17, 6.93, 16138, 0
3.76, 5.17, 6.56, 16151, 0
3.64, 3.18, 4.58, 16164, 0
3.55, 3.18, 1.73, 16179, 0
3.48, 3.18, 4.12, 16192, 0
3.42, 3.18, 5.00, 16209, 0
3.37, 3.18, 5.10, 16224, 0
3.24, 2.71, 5.39, 16237, 0
3.13, 2.71, 4.24, 16251, 0
3.05, 2.71, 3.16, 16265, 0
2.98, 2.71, 3.16, 16279, 0
2.99, 3.01, 2.24, 16296, 0
2.99, 3.01, 2.24, 16310, 0
3.00, 3.01, 4.12, 16326, 1
3.00, 3.01, 4.24, 16340, 1
3.00, 3.01, 4.12, 16354, 1
3.09, 3.42, 4.12, 16368, 1
3.15, 3.42, 4.12, 16386, 1
3.21, 3.42, 4.47, 16400, 1
3.25, 3.42, 4.47, 16413, 1
3.40, 4.00, 3.61, 16428, 1
3.52, 4.00, 2.24, 16441, 1
3.62, 4.00, 2.24, 16455, 1
3.69, 4.00, 1.41, 16473, 1
3.75, 3.97, 1.00, 16487, 1
3.79, 3.97, 0.00, 16501, 1
3.83, 3.97, 0.00, 16515, 1
3.85, 3.97, 0.00, 16529, 1
3.88, 3.97, 0.00, 16542, 1
3.83, 3.65, 0.00, 16561, 1
3.79, 3.65, 0.00, 16574, 1
3.77, 3.65, 0.00, 16590, 1
3.74, 3.65, 0.00, 16605, 1
3.75, 3.80, 0.00, 16619, 1
3.76, 3.80, 0.00, 16636, 1
3.77, 3.80, 0.00, 16650, 1
3.78, 3.80, 0.00, 16664, 1
3.78, 3.80, 1.00, 16677, 1
3.79, 3.81, 1.00, 16692, 1
3.79, 3.81, 1.00, 16706, 1
3.80, 3.81, 1.41, 16723, 1
3.80, 3.81, 1.41, 16737, 1
3.84, 4.01, 1.00, 16751, 1
3.88, 4.01, 1.00, 16765, 1
3.90, 4.01, 1.00, 16779, 1
3.93, 4.01, 1.00, 16793, 1
3.91, 3.86, 1.00, 16811, 1
3.90, 3.86, 1.00, 16825, 1
3.89, 3.86, 1.00, 16839, 1
3.89, 3.86, 2.00, 16856, 1
