1.01, 1.07, 6.48, 10645, 0
1.02, 1.07, 10.72, 10671, 0
1.03, 1.07, 8.83, 10684, 0
0.99, 0.82, 8.12, 10701, 0
0.95, 0.82, 9.00, 10716, 0
0.92, 0.82, 7.28, 10729, 0
0.90, 0.82, 6.78, 10743, 0
0.89, 0.82, 7.48, 10757, 0
0.88, 0.87, 7.00, 10771, 0
0.88, 0.87, 6.56, 10788, 0
0.88, 0.87, 6.56, 10802, 0
0.88, 0.87, 6.40, 10816, 0
0.86, 0.80, 6.40, 10830, 0
1.00, 1.03, 7.28, 13816, 1
1.01, 1.03, 6.48, 13831, 1
1.01, 1.03, 5.83, 13848, 1
1.02, 1.20, 9.43, 13930, 1
1.06, 1.20, 10.30, 13944, 1
1.09, 1.20, 9.43, 13959, 1
1.11, 1.20, 7.14, 13975, 1
1.07, 0.89, 3.46, 13992, 1
1.03, 0.89, 3.00, 14007, 1
1.00, 0.89, 3.00, 14021, 1
1.00, 1.01, 6.16, 14446, 1
1.00, 1.01, 7.35, 14460, 1
1.00, 1.01, 7.35, 14474, 1
1.01, 1.01, 6.08, 14492, 1
1.01, 1.23, 6.08, 14571, 1
1.05, 1.23, 6.16, 14585, 1
1.09, 1.23, 6.08, 14600, 1
1.12, 1.23, 6.08, 14613, 1
1.14, 1.23, 7.07, 14627, 1
1.08, 0.86, 6.16, 14645, 1
1.04, 0.86, 6.40, 14659, 1
1.00, 0.86, 5.74, 14672, 1
1.00, 1.03, 7.14, 14781, 1
1.01, 1.03, 8.00, 14794, 1
1.01, 1.03, 7.00, 14812, 1
1.00, 0.98, 5.10, 14829, 1
1.00, 0.98, 6.00, 14842, 1
1.01, 1.05, 6.08, 14895, 1
1.02, 1.05, 6.08, 14908, 1
1.02, 1.05, 6.08, 14922, 1
1.03, 1.05, 6.08, 14937, 1
1.03, 1.05, 6.08, 14954, 1
1.02, 0.95, 6.00, 14967, 1
1.00, 0.95, 7.00, 14982, 1
1.03, 1.26, 7.07, 15087, 1
1.08, 1.26, 7.35, 15101, 1
1.11, 1.26, 7.28, 15116, 1
1.14, 1.26, 7.28, 15133, 1
1.16, 1.26, 6.08, 15148, 1
1.08, 0.75, 6.00, 15161, 1
1.02, 0.75, 6.00, 15175, 1
1.00, 1.02, 8.60, 15302, 1
1.01, 1.02, 10.39, 15323, 1
1.01, 1.02, 1.41, 15337, 1
1.04, 1.18, 6.16, 15350, 1
1.07, 1.18, 10.05, 15365, 1
1.09, 1.18, 8.06, 15379, 1
1.11, 1.18, 7.28, 15392, 1
1.07, 0.94, 7.28, 15410, 1
1.05, 0.94, 8.25, 15424, 1
1.03, 0.94, 7.07, 15438, 1
1.01, 0.94, 6.08, 15452, 1
1.00, 1.06, 7.14, 15475, 1
1.02, 1.06, 6.40, 15490, 1
1.02, 1.06, 5.48, 15507, 1
1.03, 1.06, 5.10, 15521, 1
1.04, 1.06, 4.58, 15535, 1
1.02, 0.97, 4.12, 15549, 1
1.01, 0.97, 3.61, 15563, 1
1.00, 0.97, 3.16, 15577, 1
1.03, 1.20, 5.10, 15666, 1
1.07, 1.23, 4.12, 15677, 1
1.10, 1.23, 5.48, 15691, 1
1.13, 1.23, 6.78, 15706, 1
1.15, 1.23, 6.78, 15720, 1
1.12, 1.01, 5.92, 15733, 1
1.10, 1.01, 6.16, 15751, 1
1.08, 1.01, 6.16, 15765, 1
1.07, 1.01, 7.81, 15779, 1
1.06, 1.01, 8.12, 15794, 1
1.00, 0.77, 9.00, 15807, 1
1.00, 1.03, 7.21, 16708, 1
1.01, 1.03, 7.68, 16727, 1
1.01, 1.03, 8.12, 16740, 1
