


3, 4.35, 6.71, 22928, liftoff
3, 5.22, 5.48, 22942, liftoff
4, 5.22, 4.47, 22956, liftoff
4, 5.22, 4.90, 22970, liftoff
4, 5.22, 6.56, 22987, liftoff
4, 2.99, 5.39, 23002, liftoff
3, 2.99, 4.58, 23015, liftoff
3, 2.99, 5.10, 23029, liftoff
3, 2.99, 4.12, 23043, liftoff
3, 2.99, 3.32, 23057, apogee
3, 2.95, 4.12, 23075, apogee
3, 2.95, 4.12, 23089, apogee
3, 2.95, 4.69, 23103, apogee
3, 2.95, 3.74, 23116, apogee
3, 3.77, 3.74, 23131, apogee
3, 3.77, 3.74, 23144, apogee
3, 3.77, 3.16, 23162, apogee
3, 3.77, 3.16, 23179, apogee
3, 4.15, 3.16, 23193, apogee
3, 4.15, 3.16, 23206, apogee
3, 4.15, 3.16, 23221, apogee
3, 4.15, 4.47, 23239, apogee
3, 4.15, 4.12, 23254, apogee
4, 4.66, 4.00, 23267, apogee
4, 4.66, 3.00, 23281, apogee
4, 4.66, 2.00, 23294, apogee
4, 4.66, 2.24, 23309, apogee
4, 4.67, 2.24, 23327, apogee
4, 4.67, 1.41, 23342, apogee
4, 4.67, 1.41, 23355, apogee
4, 4.67, 1.41, 23369, apogee
4, 4.67, 1.41, 23383, apogee
4, 4.43, 1.41, 23397, apogee
4, 4.43, 1.00, 23415, apogee
4, 4.43, 1.00, 23432, apogee
4, 4.43, 1.00, 23446, apogee
4, 4.29, 1.00, 23459, apogee
4, 4.29, 1.00, 23474, apogee
4, 4.29, 1.00, 23487, apogee
4, 4.29, 0.00, 23505, apogee
4, 4.37, 0.00, 23520, apogee
4, 4.37, 0.00, 23533, apogee
4, 4.37, 0.00, 23547, apogee
4, 4.37, 0.00, 23561, apogee
4, 4.37, 1.00, 23575, apogee
4, 4.73, 0.00, 23593, apogee
4, 4.73, 0.00, 23607, apogee
4, 4.73, 1.00, 23621, apogee
4, 4.73, 1.00, 23634, apogee
4, 5.02, 1.00, 23649, apogee
4, 5.02, 0.00, 23663, apogee
4, 5.02, 1.00, 23684, apogee
4, 5.02, 1.00, 23698, apogee
4, 4.87, 1.00, 23711, apogee
4, 4.87, 1.00, 23726, apogee
4, 4.87, 1.00, 23739, apogee
4, 4.87, 1.00, 23757, apogee
4, 4.87, 1.00, 23772, apogee
4, 4.83, 1.00, 23786, apogee
4, 4.83, 1.00, 23799, apogee
4, 4.83, 1.00, 23814, apogee
4, 4.83, 1.00, 23827, apogee
4, 4.95, 1.00, 23845, apogee
4, 4.95, 1.00, 23860, apogee
4, 4.95, 1.00, 23873, apogee
4, 4.95, 1.00, 23887, apogee
4, 4.95, 1.00, 23901, apogee
4, 5.14, 1.00, 23915, apogee
4, 5.14, 2.00, 23936, apogee
5, 5.14, 2.00, 23950, apogee
5, 5.14, 2.00, 23963, apogee
5, 5.23, 2.00, 23976, apogee
5, 5.23, 2.24, 23991, apogee
5, 5.23, 2.24, 24004, apogee
5, 5.23, 2.24, 24023, apogee
5, 4.85, 2.24, 24037, apogee
5, 4.85, 2.24, 24050, apogee
5, 4.85, 2.24, 24065, apogee
4, 4.85, 1.41, 24078, apogee
4, 4.85, 1.41, 24092, apogee
4, 4.75, 1.41, 24111, apogee
4, 4.75, 2.24, 24124, apogee
4, 4.75, 2.24, 24138, apogee
4, 4.75, 1.41, 24152, apogee
4, 4.73, 2.24, 24166, apogee
4, 4.73, 2.00, 24186, apogee
4, 4.73, 2.00, 24201, apogee
4, 4.73, 2.00, 24214, apogee
4, 4.57, 2.00, 24228, apogee
4, 4.57, 1.00, 24242, apogee
4, 4.57, 1.41, 24256, apogee
4, 4.57, 1.73, 24282, apogee
4, 4.97, 2.45, 24301, apogee
4, 4.97, 2.45, 24320, apogee
4, 4.97, 3.74, 24334, apogee
4, 4.97, 3.00, 24347, apogee
4, 4.63, 3.00, 24361, apogee
4, 4.63, 2.45, 24379, apogee
4, 4.63, 2.45, 24393, apogee
4, 4.63, 2.45, 24407, apogee
4, 4.63, 1.73, 24421, apogee
4, 4.28, 1.73, 24434, apogee
4, 4.28, 1.73, 24451, apogee
4, 4.28, 2.83, 24469, apogee
4, 4.28, 2.24, 24482, apogee
4, 3.89, 2.24, 24497, apogee
4, 3.89, 2.24, 24510, apogee
4, 3.89, 2.24, 24524, apogee
4, 3.89, 2.24, 24538, apogee
3, 3.36, 2.00, 24556, apogee
3, 3.36, 2.00, 24569, apogee
3, 3.36, 2.00, 24584, apogee
3, 3.36, 2.00, 24597, apogee
3, 3.36, 2.00, 24611, apogee
3, 3.13, 2.00, 24625, apogee
3, 3.13, 2.24, 24643, apogee
3, 3.13, 2.24, 24656, apogee
3, 3.13, 2.83, 24671, apogee
3, 2.87, 2.83, 24684, apogee
3, 2.87, 2.83, 24700, apogee
3, 2.87, 3.61, 24718, apogee
3, 2.87, 3.61, 24732, apogee
3, 2.86, 3.61, 24747, apogee
2, 2.86, 3.61, 24760, apogee
2, 2.86, 3.61, 24774, apogee
2, 2.86, 3.61, 24787, apogee
2, 2.86, 3.61, 24805, apogee
2, 2.47, 2.83, 24819, apogee
2, 2.47, 3.16, 24834, apogee
2, 2.47, 27.71, 24847, apogee
2, 2.47, 24.41, 24861, apogee
