Ms	Code	A0	CA	MA	T	AX	AY	AZ	GX	GY	GZ
7654	20	0.00	0	-0.41	28.80	0	0	0	0	0	0	
7714	20	0.00	0	0.04	28.80	0	0	0	0	0	0	
7767	20	0.00	0	-0.59	28.80	0	0	0	0	0	0	
7820	20	0.00	0	0.04	28.80	0	0	0	0	0	0	
7872	20	0.00	0	-0.32	28.80	0	0	0	0	0	0	
7926	20	0.00	0	-0.41	28.80	0	0	0	0	0	0	
7983	20	0.00	0	-0.32	28.80	0	0	0	0	0	0	
8036	20	0.00	0	0.12	28.80	0	0	0	0	0	0	
8088	20	0.00	0	-0.06	28.80	0	0	0	0	0	0	
8142	20	0.00	0	-0.06	28.80	0	0	0	0	0	0	
8195	20	0.00	0	-0.23	28.80	0	0	0	0	0	0	
8247	20	0.00	0	-0.06	28.80	0	0	0	0	0	0	
8304	20	0.00	0	0.12	28.80	0	0	0	0	0	0	
8361	20	0.00	0	-0.23	28.80	0	0	0	0	0	0	
8413	20	0.00	0	-0.41	28.80	0	0	0	0	0	0	
8466	20	0.00	0	-0.06	28.80	0	0	0	0	0	0	
8519	20	0.00	0	-0.32	28.80	0	0	0	0	0	0	
8572	20	0.00	0	0.39	28.80	0	0	0	0	0	0	
8629	20	0.00	0	-0.32	28.80	0	0	0	0	0	0	
8682	20	0.00	0	-0.41	28.80	0	0	0	0	0	0	
8735	20	0.00	0	-0.06	28.90	0	0	0	0	0	0	
8788	20	0.00	0	-0.59	28.80	0	0	0	0	0	0	
8841	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
8894	20	0.00	0	0.04	28.90	0	0	0	0	0	0	
8952	20	0.00	0	-0.59	28.90	0	0	0	0	0	0	
9004	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
9060	20	0.00	0	-0.59	28.80	0	0	0	0	0	0	
9112	20	0.00	0	-0.32	28.90	0	0	0	0	0	0	
9166	20	0.00	0	-0.06	28.80	0	0	0	0	0	0	
9223	20	0.00	0	-0.32	28.90	0	0	0	0	0	0	
9276	20	0.00	0	0.21	28.90	0	0	0	0	0	0	
9328	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
9382	20	0.00	0	-0.67	28.90	0	0	0	0	0	0	
9435	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
9487	20	0.00	0	-0.59	28.90	0	0	0	0	0	0	
9544	20	0.00	0	-0.06	28.90	0	0	0	0	0	0	
9598	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
9651	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
9703	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
9759	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
9812	20	0.00	0	-0.67	28.90	0	0	0	0	0	0	
9869	20	0.00	0	-0.06	28.90	0	0	0	0	0	0	
9922	20	0.00	0	-0.41	28.90	0	0	0	0	0	0	
9976	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
10028	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
10081	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
10134	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
10192	20	0.00	0	-0.59	28.90	0	0	0	0	0	0	
10245	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
10297	20	0.00	0	-0.41	28.90	0	0	0	0	0	0	
10350	20	0.00	0	0.04	28.90	0	0	0	0	0	0	
10404	20	0.00	0	-0.59	28.90	0	0	0	0	0	0	
10463	20	0.00	0	-0.41	28.90	0	0	0	0	0	0	
10516	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
10568	20	0.00	0	-0.32	28.90	0	0	0	0	0	0	
10622	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
10675	20	0.00	0	-0.67	28.90	0	0	0	0	0	0	
10727	20	0.00	0	0.12	28.90	0	0	0	0	0	0	
10785	20	0.00	0	-0.32	28.90	0	0	0	0	0	0	
10838	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
10890	20	0.00	0	-0.32	28.90	0	0	0	0	0	0	
10943	20	0.00	0	-0.41	28.90	0	0	0	0	0	0	
10995	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
11049	20	0.00	0	0.21	28.90	0	0	0	0	0	0	
11116	20	0.00	0	-0.41	28.90	0	0	0	0	0	0	
11171	20	0.00	0	0.12	28.90	0	0	0	0	0	0	
11226	20	0.00	0	-0.67	28.90	0	0	0	0	0	0	
11280	20	0.00	0	-0.67	28.90	0	0	0	0	0	0	
11335	20	0.00	0	-0.32	28.90	0	0	0	0	0	0	
11395	20	0.00	0	0.12	28.90	0	0	0	0	0	0	
11450	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
11505	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
