3328	L	6
3335	L	7
3341	L	9
3348	L	10
3354	L	12
3361	L	13
3367	L	14
3374	L	16
3380	L	17
3387	L	18
3393	L	20
3400	L	21
3406	L	22
3413	L	23
3419	L	25
3426	L	26
3432	L	27
3439	L	28
3446	L	29
3452	L	30
3459	L	31
3465	L	32
3471	L	33
3478	L	34
3485	L	35
3491	L	35
3497	L	36
3504	L	37
3511	L	37
3517	L	38
3524	L	39
3530	L	39
3537	L	40
3543	L	40
3549	L	41
3556	L	41
3563	L	42
3569	L	42
3576	L	42
3582	L	43
3589	L	43
3595	L	43
3602	L	43
3608	L	44
3615	L	44
3621	L	44
3627	L	44
3634	L	44
3640	L	44
3647	L	44
3653	L	44
3660	L	44
3666	L	44
3673	L	44
3679	L	43
3686	L	43
3693	L	43
3700	L	42
3706	A	42
3713	A	42
3720	A	42
3726	A	40
3733	A	39
3739	A	38
3745	A	37
3752	A	35
3759	A	34
3765	A	32
3772	A	31
3778	E	29
3785	E	28
3792	E	27
3799	E	26
3805	E	24
3812	E	24
3818	E	23
3825	E	24
3832	E	26
3838	E	26
3845	E	26
3851	E	26
3858	E	26
3864	E	26
3871	E	25
3878	E	25
3884	E	24
3890	E	24
3897	E	23
3904	E	23
3910	E	22
3916	E	20
3923	E	19
3929	E	18
3937	E	18
3944	E	17
3950	E	16
3956	E	15
3963	E	14
3970	E	13
3976	E	13
3982	E	12
3989	E	11
3995	E	10
4002	E	9
4009	E	8
4015	E	7
4022	E	6
4028	E	5
4035	E	4
4041	E	3
4048	E	2
4054	E	2
4061	E	1
4067	E	0
4074	E	0
4081	E	0
4087	E	0
4093	E	0
4100	E	0
4106	E	0
4113	E	0
4120	E	0
4126	E	0
4133	E	0
4139	E	0
4146	E	0
4153	E	0
4159	E	0
4165	E	0
4172	E	0
4178	E	0
4185	E	0
4192	E	0
4198	E	0
4205	E	0
4211	E	0
4217	E	0
4224	E	0
4231	E	0
4237	E	0
4243	E	0
4250	E	0
4257	E	0
4263	E	0
4270	E	0
4276	E	0
4283	E	0
4289	E	0
4295	E	0
4302	E	0
4309	E	0
4315	E	0
4322	E	0
4328	E	0
4335	E	0
4342	E	0
4349	E	0
4356	E	0
4362	E	0
4368	E	0
4375	E	0
4382	E	0
4388	E	0
4395	E	0
4401	E	0
4408	E	0
4414	E	0
4421	E	0
4427	E	0
4434	E	0
4440	E	0
4446	E	0
4453	E	0
4460	E	0
4466	E	0
4473	E	0
4479	E	0
4485	E	0
4492	E	0
4499	E	0
4505	E	0
4511	E	0
4518	E	0
4524	E	0
4531	E	0
4537	E	0
4544	E	0
4550	E	0
4557	E	0
4563	E	0
4570	E	0
4576	E	0
4583	E	0
4589	E	0
4596	E	0
4602	E	0
4609	E	0
4615	E	0
4622	E	0
4628	E	0
4634	E	0
4641	E	0
4648	E	0
4654	E	0
-1	ÿ	-243
