Ms	Code	A0	CA	MA	T	AX	AY	AZ	GX	GY	GZ
44513	60	0.00	248	243.75	16.50	-3	0	5	-4634	-15820	-7794	
44637	60	0.00	247	243.02	16.50	2	0	7	-5223	-32768	-6444	
44760	60	0.00	245	240.28	16.50	4	0	6	-3387	-32768	-771	
44883	60	0.00	244	238.64	16.60	6	0	1	699	-32768	352	
45005	60	0.00	243	237.45	16.60	6	0	-4	963	-32768	-5167	
45128	60	0.00	241	235.27	16.60	-1	0	-5	-858	-32768	-4900	
45249	60	0.00	240	234.26	16.60	-4	0	-6	-3193	-32768	-4836	
45372	60	0.00	238	234.35	16.50	-7	0	-2	-6423	-28655	-1595	
45551	60	0.00	237	230.16	16.50	-2	1	6	-6110	-32768	6392	
45674	60	0.00	235	228.79	16.50	0	0	4	-4210	-32768	4312	
45797	60	0.00	233	225.61	16.50	8	0	2	541	-32768	9789	
45920	60	0.00	231	225.70	16.50	9	0	-4	8569	-32768	1910	
46043	60	0.00	230	223.42	16.50	3	0	-9	4192	-32768	-6884	
46166	60	0.00	229	224.42	16.50	-9	0	-9	-4563	-32768	-5128	
46296	60	0.00	227	220.69	16.50	-9	0	-4	-16723	-22449	1956	
46419	60	0.00	225	217.14	16.50	-6	0	5	-15832	-24361	10089	
46541	60	0.00	223	217.69	16.50	-3	0	7	-8933	-28628	9560	
46664	60	0.00	221	213.96	16.50	2	0	6	26	-32768	13273	
46787	60	0.00	220	212.96	16.50	10	0	-2	5436	-32768	7548	
46910	60	0.00	218	212.14	16.50	5	0	-9	11414	-32768	-6601	
47034	60	0.00	216	208.77	16.50	-4	1	-8	2035	-32768	-9895	
47157	60	0.00	214	208.23	16.50	-8	0	-8	-4912	-24075	-4582	
47281	60	0.00	213	205.95	16.50	-7	0	-7	-9372	-5053	-31	
47410	60	0.00	211	202.96	16.50	-6	1	-1	-12542	-7086	2530	
47533	60	0.00	208	199.59	16.50	-4	1	0	-12836	-5232	1388	
47656	60	0.00	206	198.59	16.50	-5	1	6	-11873	-1774	-2781	
47779	60	0.00	204	197.78	16.50	-4	2	9	-6592	-3736	-3356	
47902	60	0.00	203	196.05	16.50	-5	1	7	191	6281	-3272	
48025	60	0.00	201	193.60	16.50	-8	1	6	9224	12281	-621	
48151	60	0.00	199	190.24	16.50	-6	1	-2	13608	10719	3016	
48277	60	0.00	196	188.25	16.50	-5	1	-7	8916	20779	3716	
48403	70	0.00	194	185.61	16.50	-1	1	-7	7278	18946	5231	
48533	70	0.00	192	183.08	16.50	0	0	-10	6405	12997	12310	
48656	70	0.00	190	182.26	16.50	4	0	-15	2829	-18051	19643	
48779	70	0.00	188	181.44	16.50	0	0	-15	3936	-32768	19517	
48903	70	0.00	186	180.35	16.50	-8	0	-12	8272	-31621	24228	
49026	70	0.00	184	176.36	16.50	-4	-1	-13	10938	-14855	25397	
49150	70	0.00	182	172.92	16.40	-4	0	-12	10351	-8415	32696	
49272	70	0.00	180	172.29	16.40	2	-1	-14	3672	-4767	32767	
49395	70	0.00	178	170.75	16.40	7	-2	-15	-196	-32768	31881	
49518	70	0.00	176	168.84	16.40	-3	-1	-14	8503	-32768	24917	
49648	70	0.00	174	166.67	16.40	-3	0	-13	4804	12391	25734	
49771	70	0.00	172	163.23	16.40	3	-1	-9	-14155	20618	28102	
49894	70	0.00	170	163.05	16.40	9	-3	-3	-25439	20869	18247	
50018	70	0.00	168	161.06	16.40	9	0	1	-20270	31416	-4232	
50141	70	0.00	166	157.53	16.40	10	0	3	-18796	-3636	-19824	
50264	70	0.00	164	155.27	16.40	9	15	15	32767	11796	-20687	
50387	70	0.00	161	152.46	16.40	-3	15	-13	-7466	21378	18285	
50509	70	0.00	159	149.84	16.40	6	14	8	8162	9969	9273	
50632	70	0.00	157	149.03	16.40	7	5	-3	13227	24829	-3238	
50762	70	0.00	155	149.03	16.40	11	7	6	15563	-12537	-32768	
50885	70	0.00	154	148.03	16.40	-4	9	0	13359	-15691	-32768	
51008	70	0.00	152	147.49	16.40	-11	7	-3	-14339	-32768	3572	
51132	70	0.00	151	146.77	16.40	-2	8	0	-7643	-15208	28658	
51255	70	0.00	150	146.50	16.40	4	7	-2	-6388	-19688	24187	
51379	70	0.00	149	145.77	16.40	4	7	1	-5448	-23470	12421	
51557	70	0.00	148	144.60	16.40	3	5	1	9394	-32768	-18334	
51680	70	0.00	147	144.51	16.40	0	6	0	1448	-28937	-27255	
51803	70	0.00	147	144.24	16.40	-4	8	0	-7878	-24263	-15836	
51933	70	0.00	146	143.52	16.40	-4	7	-1	-10739	-21064	5207	
52056	70	0.00	145	142.79	16.40	-1	6	0	-9722	-23693	18129	
52179	70	0.00	145	142.70	16.40	0	7	2	904	-19182	23082	
52301	70	0.00	144	141.80	16.40	4	6	2	17061	-11943	13910	
52424	70	0.00	143	141.35	16.40	5	6	0	22215	4686	-2662	
52548	70	0.00	143	140.89	16.40	2	6	-2	16957	1879	-9410	
52671	70	0.00	142	140.62	16.40	1	7	-2	10398	-2706	-13983	
52794	70	0.00	142	140.08	16.40	1	7	-3	3879	-6041	-17969	
52917	70	0.00	141	139.27	16.40	0	7	-5	-14847	-1293	-20558	
53047	70	0.00	141	139.36	16.40	-3	6	-2	-25937	2077	-14780	
53170	70	0.00	140	138.73	16.40	-4	7	0	-25346	31710	-608	
53293	70	0.00	140	138.01	16.40	-4	7	0	-23080	32767	-2897	
53416	70	0.00	139	137.73	16.40	-1	6	0	-21405	32767	-4738	
53538	70	0.00	139	137.10	16.40	-4	6	-1	-15231	32767	-8939	
53662	70	0.00	138	136.38	16.40	-1	6	-2	-13094	32767	-8964	
53785	70	0.00	138	135.84	16.40	0	6	-2	-8831	32767	-15410	
53908	70	0.00	137	135.03	16.40	0	7	-2	-6209	32767	-19044	
54031	70	0.00	136	134.57	16.40	0	7	-4	-5181	23475	-22120	
54161	70	0.00	136	134.03	16.40	0	6	-3	-12760	27222	-21835	
54284	70	0.00	135	133.76	16.40	-3	6	-4	-13704	32767	-20178	
54407	70	0.00	135	132.86	16.40	-2	6	-3	-11656	32767	-18650	
54531	70	0.00	134	132.59	16.40	0	7	-3	-6175	32767	-20499	
54654	70	0.00	134	132.14	16.40	0	7	-2	590	32767	-19834	
54776	70	0.00	133	131.23	16.40	0	6	-3	4004	29402	-15944	
54900	70	0.00	133	131.05	16.30	1	7	-3	-131	16634	-16408	
55023	70	0.00	132	130.06	16.30	1	7	-2	-4381	9521	-20745	
55152	70	0.00	131	129.34	16.30	-1	6	-2	-9784	3201	-20572	
55275	70	0.00	131	129.25	16.30	-4	7	-3	-16177	16185	-10003	
55399	70	0.00	130	128.98	16.30	-2	6	-2	-24466	21091	-4680	
55522	70	0.00	130	128.26	16.30	-2	6	0	-24965	28757	-6157	
55645	70	0.00	129	127.62	16.30	-3	7	0	-16410	32767	-8480	
55768	70	0.00	129	127.44	16.30	-3	7	-2	-15296	32767	-3610	
55891	70	0.00	128	126.99	16.30	-1	6	-2	-19148	31072	-6629	
56013	70	0.00	128	126.18	16.30	-1	6	-1	-17687	32135	-11754	
56137	70	0.00	127	125.37	16.30	-3	7	-2	-13685	32767	-11791	
56267	70	0.00	127	125.55	16.40	-2	7	-3	-18948	25608	-10019	
56390	80	0.00	126	124.38	16.30	-2	6	-1	-20050	27531	-11332	
