4983	L	6
4990	L	7
4996	L	8
5002	L	10
5009	L	11
5015	L	13
5021	L	14
5027	L	16
5033	L	17
5039	L	18
5046	L	19
5052	L	20
5058	L	22
5065	L	23
5071	L	24
5077	L	25
5084	L	26
5090	L	27
5096	L	28
5103	L	29
5109	L	30
5115	L	30
5122	L	31
5128	L	32
5134	L	33
5140	L	33
5146	L	34
5153	L	35
5159	L	35
5165	L	36
5171	L	37
5178	L	37
5184	L	38
5191	L	38
5198	L	39
5204	L	39
5211	L	40
5217	L	40
5224	L	40
5231	L	41
5237	L	41
5244	L	41
5250	L	41
5257	L	41
5263	L	42
5270	L	42
5276	L	42
5283	L	42
5289	L	42
5296	L	42
5303	L	42
5309	L	42
5316	L	42
5322	L	41
5329	L	41
5335	L	41
5342	L	40
5349	L	40
5355	L	40
5362	L	40
5368	L	39
5375	A	39
5381	A	39
5388	A	38
5394	A	36
5400	A	34
5406	A	32
5413	A	30
5419	A	28
5425	A	27
5431	A	25
5437	E	24
5444	E	23
5450	E	22
5457	E	21
5463	E	20
5470	E	20
5476	E	19
5483	E	18
5490	E	17
5496	E	16
5502	E	15
5509	E	14
5515	E	13
5522	E	12
5529	E	12
5535	E	11
5542	E	11
5548	E	11
5555	E	11
5562	E	12
5568	E	13
5575	E	12
5581	E	12
5587	E	11
5594	E	11
5601	E	11
5608	E	10
5616	E	10
5622	E	9
5628	E	8
5635	E	7
5642	E	6
5648	E	5
5655	E	4
5661	E	3
5668	E	2
5674	E	1
5681	E	1
5687	E	0
5694	E	0
5701	E	0
5707	E	0
5714	E	0
5720	E	0
5727	E	0
5733	E	0
5740	E	0
5747	E	-1
5753	E	0
5760	E	-1
5767	E	-1
5774	E	-1
5781	E	-1
5788	E	-1
5795	E	-1
5801	E	-1
5808	E	-1
5815	E	-1
5821	E	-1
5829	E	-1
5835	E	-1
5842	E	-1
5849	E	-1
5856	E	-1
5863	E	-1
5870	E	-1
5877	E	-1
5884	E	-1
5890	E	-1
5897	E	-1
5904	E	-1
5911	E	-1
5918	E	-1
5925	E	-1
5932	E	-1
5939	E	-1
5946	E	-1
5953	E	-1
5960	E	-1
5966	E	-1
5973	E	-1
5980	E	-1
5987	E	-1
5994	E	-1
6001	E	-1
6008	E	-1
6014	E	-1
6021	E	-1
6028	E	-1
6035	E	-1
6042	E	-1
6049	E	-1
6056	E	-1
6063	E	-1
6070	E	-1
6077	E	-1
6083	E	-1
6090	E	-1
6097	E	-1
6104	E	-1
6111	E	-1
6118	E	-1
6125	E	-1
6132	E	-1
6139	E	-1
6146	E	-1
6152	E	-1
6159	E	-1
6166	E	-1
6173	E	-1
6180	E	-1
6187	E	-1
6194	E	-1
6201	E	-1
6208	E	-1
6214	E	-1
6221	E	-1
6228	E	-1
6235	E	-1
6242	E	-1
6248	E	-1
6255	E	-1
6262	E	-1
6269	E	-1
6276	E	-1
6283	E	-1
6290	E	-1
6297	E	-1
6304	E	-1
6311	E	-1
6317	E	-1
6324	E	-1
6331	E	-1
-1	ÿ	-237
