Ms	Code	A0	CA	MA	T	AX	AY	AZ	GX	GY	GZ
43939	20	0.00	0	0.88	21.20	0	7	0	-204	-183	-32	
44048	20	0.00	0	0.97	21.20	0	7	0	-250	-194	-37	
44158	20	0.00	0	0.62	21.20	0	7	0	-256	-314	0	
44275	20	0.00	0	-0.08	21.20	0	7	0	-195	-201	-16	
44386	20	0.00	0	0.45	21.20	0	7	0	-236	-234	2	
44496	20	0.00	0	-0.25	21.20	0	7	0	-253	-255	-9	
44607	20	0.00	0	-0.08	21.20	0	7	0	-220	-207	-29	
44718	20	0.00	0	-0.08	21.20	0	7	0	-220	-238	8	
44829	20	0.00	0	0.53	21.20	0	7	0	-243	-284	-42	
44939	20	0.00	0	0.18	21.20	0	7	0	-246	-245	-26	
45049	20	0.00	0	0.18	21.20	0	7	0	-219	-229	8	
45158	20	0.00	0	-0.08	21.20	0	7	0	-248	-235	-12	
45270	20	0.00	0	0.71	21.20	0	7	0	-245	-272	-16	
45380	20	0.00	0	0.53	21.20	0	7	0	-215	-211	-11	
45496	20	0.00	0	0.27	21.20	0	7	0	-223	-215	-5	
45606	20	0.00	0	-0.25	21.20	0	7	0	-259	-284	-42	
45717	20	0.00	0	0.10	21.20	0	7	0	-225	-195	9	
45827	20	0.00	0	0.10	21.20	0	7	0	-207	-171	6	
45937	20	0.00	0	0.18	21.20	0	7	0	-247	-287	-37	
46099	20	0.00	0	0.36	21.20	0	7	0	-215	-206	-8	
46208	20	0.00	0	0.01	21.20	0	7	0	-245	-226	-16	
46318	20	0.00	0	0.62	21.20	0	7	0	-263	-284	-26	
46428	20	0.00	0	0.18	21.20	0	7	0	-216	-228	-29	
46538	20	0.00	0	0.27	21.20	0	7	0	-224	-209	-11	
46655	20	0.00	0	0.01	21.20	0	7	0	-246	-233	-36	
46764	20	0.00	0	-0.25	21.20	0	7	0	-218	-242	-11	
46876	20	0.00	0	0.01	21.20	0	7	0	-207	-206	-4	
46985	20	0.00	0	0.18	21.20	0	7	0	-252	-281	-19	
47096	20	0.00	0	0.53	21.20	0	7	0	-254	-265	-3	
47205	20	0.00	0	0.18	21.20	0	7	0	-224	-261	-4	
47315	20	0.00	0	-0.43	21.20	0	7	0	-252	-257	-37	
47426	20	0.00	0	0.10	21.20	0	7	0	-251	-249	-8	
47536	20	0.00	0	0.01	21.20	0	7	0	-223	-165	3	
47646	20	0.00	0	0.10	21.20	0	7	0	-240	-273	-35	
47755	20	0.00	0	-0.25	21.20	0	7	0	-224	-215	-18	
47873	20	0.00	0	-0.60	21.20	0	7	0	-253	-278	16	
47984	20	0.00	0	0.10	21.20	0	7	0	-252	-227	-29	
48094	20	0.00	0	0.01	21.20	0	7	0	-250	-299	-12	
48205	20	0.00	0	-0.25	21.20	0	7	0	-206	-219	11	
48315	20	0.00	0	0.10	21.20	0	7	0	-209	-197	-22	
48425	20	0.00	0	0.18	21.20	0	7	0	-253	-306	-22	
48535	20	0.00	0	0.01	21.20	0	7	0	-215	-266	-43	
48645	20	0.00	0	0.01	21.20	0	7	0	-222	-237	-17	
48755	20	0.00	0	0.01	21.30	0	7	0	-260	-281	-16	
48864	20	0.00	0	0.18	21.20	0	7	0	-248	-267	-15	
48975	20	0.00	0	0.01	21.20	0	7	0	-213	-216	13	
49091	20	0.00	0	-0.25	21.20	0	7	0	-225	-246	-13	
49202	20	0.00	0	0.01	21.30	0	7	0	-250	-281	-21	
49312	20	0.00	0	0.18	21.20	0	7	0	-222	-180	29	
49421	20	0.00	0	-0.43	21.20	0	7	0	-228	-228	-16	
49533	20	0.00	0	0.18	21.20	0	7	0	-250	-316	-20	
49643	20	0.00	0	0.01	21.30	0	7	0	-223	-234	-10	
49752	20	0.00	0	-0.17	21.20	0	8	0	-220	-285	12	
49864	20	0.00	0	0.10	21.30	0	7	0	-254	-389	-27	
49973	20	0.00	0	-0.08	21.30	0	7	0	-224	-300	-8	
50085	20	0.00	0	0.01	21.30	0	7	0	-192	-216	-10	
50195	20	0.00	0	0.45	21.30	0	7	0	-229	-321	-26	
50311	20	0.00	0	0.36	21.20	0	7	0	-233	-267	-31	
50421	20	0.00	0	0.27	21.20	0	7	0	-187	-187	-7	
50530	20	0.00	0	-0.69	21.20	0	7	0	-240	-283	-28	
50642	20	0.00	0	-0.08	21.30	0	7	0	-274	-306	6	
50753	20	0.00	0	-0.34	21.30	0	7	0	-221	-183	0	
50863	20	0.00	0	-0.69	21.30	0	7	0	-225	-205	-29	
50975	20	0.00	0	0.27	21.30	0	7	0	-254	-296	-27	
51084	20	0.00	0	-0.43	21.30	0	7	0	-223	-173	-9	
51195	20	0.00	0	0.10	21.30	0	7	0	-219	-225	-41	
51306	20	0.00	0	-0.17	21.30	0	7	0	-250	-300	-3	
51422	20	0.00	0	-0.25	21.30	0	7	0	-240	-229	-28	
51534	20	0.00	0	-0.60	21.30	0	7	0	-236	-182	-20	
51644	20	0.00	0	0.01	21.30	0	7	0	-251	-270	-4	
51806	20	0.00	0	-0.08	21.30	0	7	0	-249	-272	-14	
51918	20	0.00	0	-0.25	21.30	0	7	0	-220	-220	-30	
52028	20	0.00	0	-0.17	21.30	0	7	0	-245	-282	-25	
52140	20	0.00	0	-0.60	21.30	0	7	0	-248	-240	-4	
52251	20	0.00	0	-0.08	21.30	0	7	0	-239	-238	-11	
52361	20	0.00	0	0.18	21.30	0	7	0	-249	-263	-22	
52472	20	0.00	0	-0.08	21.30	0	7	0	-246	-258	4	
52582	20	0.00	0	0.10	21.30	0	7	0	-217	-251	-20	
52699	20	0.00	0	-0.17	21.30	0	7	0	-247	-274	10	
52810	20	0.00	0	-0.60	21.30	0	7	0	-236	-281	-25	
52920	20	0.00	0	-0.17	21.30	0	7	0	-228	-284	-8	
53032	20	0.00	0	-0.25	21.30	0	7	0	-246	-228	-14	
53143	20	0.00	0	-0.69	21.30	0	7	0	-219	-210	-17	
53253	20	0.00	0	0.18	21.30	0	7	0	-241	-222	-16	
53364	20	0.00	0	0.01	21.30	0	7	0	-250	-268	-21	
53473	20	0.00	0	0.10	21.30	0	7	0	-238	-239	-27	
53583	20	0.00	0	-0.25	21.30	0	7	0	-226	-223	0	
53695	20	0.00	0	-0.25	21.30	0	7	0	-223	-204	-15	
53812	20	0.00	0	0.10	21.30	0	7	0	-239	-299	1	
53922	20	0.00	0	-0.25	21.30	0	7	0	-232	-237	-14	
54033	20	0.00	0	-0.25	21.30	0	7	0	-260	-279	1	
54144	20	0.00	0	-0.08	21.30	0	7	0	-239	-244	4	
54255	20	0.00	0	1.23	21.30	0	7	0	-239	-246	7	
54365	20	0.00	0	1.41	21.30	0	7	0	-202	-226	-24	
54475	20	0.00	0	0.88	21.30	0	7	0	-239	-218	-12	
54584	20	0.00	0	1.23	21.30	0	7	0	-259	-291	0	
54694	20	0.00	0	1.06	21.30	0	7	0	-192	-226	-3	
54805	20	0.00	0	1.23	21.30	0	7	0	-224	-242	-7	
54914	20	0.00	0	0.88	21.30	0	7	0	-386	-1584	-544	
55031	20	0.00	0	1.14	21.30	0	8	-1	465	3333	112	
55140	20	0.00	0	0.97	21.30	0	8	0	-491	-3412	-151	
55250	20	0.00	1	1.49	21.30	2	8	0	-518	-2420	-1666	
55361	20	0.00	0	0.88	21.30	1	8	0	-1114	-2942	-2885	
55470	20	0.00	1	1.23	21.30	-3	8	5	-1070	-9089	-2482	
55581	20	0.00	1	1.41	21.30	-1	7	0	-343	444	-246	
55691	20	0.00	1	1.06	21.30	1	7	0	616	6984	1082	
55801	20	0.00	1	1.14	21.30	-2	7	0	-554	-2158	181	
55912	20	0.00	1	1.06	21.30	0	8	0	-806	-6223	-66	
56021	20	0.00	1	0.88	21.30	0	8	0	-372	-47	956	
56131	20	0.00	1	0.97	21.30	1	7	0	796	7476	1701	
56247	20	0.00	0	0.80	21.30	0	7	0	402	3275	265	
56357	20	0.00	0	0.71	21.30	2	8	0	-554	-1706	-1429	
56468	20	0.00	0	1.06	21.30	-3	6	0	-1091	-10275	-1468	
56577	20	0.00	0	0.97	21.30	0	8	0	-342	2036	-963	
56687	20	0.00	1	1.23	21.30	-3	8	4	-675	-4391	-487	
56797	20	0.00	1	1.67	21.30	0	7	0	-359	-1086	-940	
56907	20	0.00	1	1.23	21.30	1	7	-1	-285	618	-558	
57016	20	0.00	1	0.71	21.30	0	7	0	-286	-879	-199	
57127	20	0.00	1	0.88	21.30	0	7	0	324	-1097	1733	
57237	20	0.00	1	1.67	21.30	0	7	0	1006	423	3365	
57353	20	0.00	1	1.06	21.30	2	10	7	-341	-2965	-276	
57515	20	0.00	1	0.88	21.30	1	4	-1	-1660	-7328	-961	
57626	20	0.00	1	0.71	21.30	-1	8	1	1257	4051	1977	
57736	20	0.00	1	1.23	21.30	0	7	0	542	4264	-549	
57846	20	0.00	1	1.49	21.30	0	7	0	-832	-2111	-2214	
57955	20	0.00	1	1.23	21.30	-3	7	0	-556	-14752	801	
58066	20	0.00	1	1.32	21.30	-3	8	-2	1061	8189	1533	
58176	20	0.00	1	1.14	21.30	0	9	0	-695	-9233	-1297	
58286	20	0.00	1	0.71	21.30	1	8	0	-636	3782	-1803	
58396	20	0.00	1	1.32	21.30	0	7	0	-789	-1279	-641	
58512	20	0.00	1	1.41	21.30	0	7	0	458	2087	601	
58622	20	0.00	1	1.14	21.30	0	8	0	-251	975	-653	
58733	20	0.00	1	1.41	21.30	0	7	0	-541	163	-441	
58842	20	0.00	1	1.23	21.30	0	8	0	-475	-1210	222	
58952	20	0.00	1	2.10	21.30	1	7	0	-340	201	218	
59062	20	0.00	1	1.49	21.30	0	7	0	-304	-831	-397	
59172	20	0.00	1	1.06	21.30	0	7	0	-175	183	-222	
59281	20	0.00	1	1.32	21.30	0	8	0	-378	188	375	
59391	20	0.00	1	0.88	21.30	0	7	0	-234	976	-131	
59502	20	0.00	1	1.06	21.30	0	7	0	-193	-391	-288	
59612	20	0.00	1	1.75	21.30	0	7	0	-282	419	207	
59729	20	0.00	1	1.06	21.30	0	7	0	-169	195	72	
59839	20	0.00	1	1.32	21.30	0	7	0	-156	-103	-215	
59948	20	0.00	1	1.23	21.30	0	8	0	-335	-415	-118	
60058	20	0.00	1	1.67	21.30	0	7	0	-282	-119	252	
60168	20	0.00	1	1.06	21.30	0	7	0	-192	-167	-39	
60278	20	0.00	1	1.06	21.30	0	7	0	-261	-405	-134	
60387	20	0.00	1	1.06	21.30	0	7	0	-329	-418	141	
60498	20	0.00	1	0.71	21.30	0	7	0	-161	-85	-25	
60608	20	0.00	1	1.32	21.30	0	7	0	-211	-277	-130	
60717	20	0.00	1	0.62	21.30	0	7	0	-346	-528	6	
60834	20	0.00	1	0.97	21.30	0	7	0	-213	-137	53	
60943	20	0.00	1	1.14	21.30	0	7	0	-151	-110	-97	
61054	20	0.00	1	1.14	21.30	0	7	0	-310	-429	-47	
61164	20	0.00	1	0.97	21.30	0	7	0	-265	-483	94	
61273	20	0.00	1	1.32	21.30	0	7	0	-143	35	-41	
61384	20	0.00	1	0.88	21.40	0	7	0	96	872	-327	
61493	20	0.00	1	1.41	21.40	0	8	0	-506	-446	203	
61603	20	0.00	1	0.88	21.40	0	8	0	-244	950	-27	
61713	20	0.00	1	0.80	21.40	0	7	0	-102	1866	-441	
61823	20	0.00	1	1.14	21.40	0	8	0	-496	-30	-727	
61933	20	0.00	1	0.88	21.40	0	7	0	-501	-1881	-254	
62049	20	0.00	0	0.62	21.40	0	8	0	-574	-1806	-564	
62160	20	0.00	0	0.88	21.40	0	7	0	-739	-373	-1301	
62270	20	0.00	0	1.06	21.40	0	7	0	-932	-331	-1328	
62379	20	0.00	0	0.45	21.40	0	7	0	-453	-533	-499	
62490	20	0.00	0	0.80	21.40	0	7	0	76	337	202	
62599	20	0.00	0	1.14	21.40	0	7	0	-328	-524	-103	
62709	20	0.00	0	0.62	21.40	0	8	0	-829	-1332	-504	
62819	20	0.00	0	1.32	21.40	-1	8	0	-353	-262	-466	
62929	20	0.00	0	1.06	21.40	-1	7	0	16	389	349	
63039	20	0.00	1	1.23	21.40	0	9	0	144	775	1156	
63148	20	0.00	1	1.32	21.40	0	8	0	-431	-869	-506	
63318	20	0.00	1	1.06	21.40	-2	7	0	-771	348	-1297	
63428	20	0.00	1	1.41	21.40	-1	8	0	-354	444	136	
63537	20	0.00	1	0.88	21.40	-1	7	0	309	-229	882	
63648	20	0.00	1	0.97	21.40	0	8	0	7	308	823	
63757	20	0.00	1	1.06	21.40	0	7	0	-66	-883	539	
63867	20	0.00	1	0.97	21.40	0	7	0	-64	-302	524	
63977	20	0.00	1	1.49	21.40	0	8	0	-399	-133	-152	
64087	20	0.00	1	1.23	21.40	0	7	0	-834	-101	-1229	
64197	20	0.00	1	0.71	21.40	0	7	0	-804	-1042	-982	
64306	20	0.00	1	1.41	21.40	-1	7	0	-453	-132	-785	
64423	20	0.00	1	1.67	21.40	-1	7	0	39	162	630	
64534	20	0.00	1	1.06	21.40	0	10	1	694	2284	2617	
64643	20	0.00	1	0.80	21.40	0	7	-1	-241	-125	-25	
64753	20	0.00	1	1.06	21.40	0	7	0	-1040	-1887	-1737	
64863	20	0.00	1	1.32	21.40	-4	9	4	-241	-2914	126	
64973	20	0.00	1	0.97	21.40	-1	7	1	259	31	890	
65082	20	0.00	1	1.23	21.40	0	7	0	-469	-810	-388	
65193	20	0.00	1	0.71	21.40	0	6	0	-479	-518	-498	
65304	20	0.00	1	1.67	21.40	-11	11	8	-1345	-1512	-145	
65413	20	0.00	1	0.71	21.40	0	8	0	-415	-380	-1340	
65524	20	0.00	0	-0.43	21.40	0	8	0	-1394	-9997	-909	
65642	20	0.00	0	-0.34	21.40	0	8	0	-42	-1093	1636	
65752	20	0.00	0	-0.52	21.40	0	7	0	309	1931	196	
65863	20	0.00	0	-0.08	21.40	0	7	0	-862	-962	-1662	
65974	20	0.00	0	-0.34	21.40	-1	8	0	-525	-1157	277	
66085	20	0.00	0	-0.52	21.40	0	7	0	215	1993	589	
66197	20	0.00	0	0.36	21.40	0	7	-1	-200	733	-618	
66306	20	0.00	0	-0.60	21.40	-3	6	1	-1001	-3081	-91	
66417	20	0.00	0	-0.25	21.40	1	8	0	167	3703	1102	
66528	20	0.00	0	-0.69	21.40	0	7	0	320	3599	-43	
66639	20	0.00	0	0.45	21.40	0	7	0	-761	-1584	-1053	
66756	20	0.00	0	-0.78	21.40	0	7	0	-469	627	124	
66866	20	0.00	0	0.01	21.40	0	7	0	205	1184	468	
66977	20	0.00	0	-0.25	21.40	0	7	0	-205	-683	-377	
67088	20	0.00	0	0.10	21.40	-2	7	1	-894	-1392	-362	
67198	20	0.00	0	-0.17	21.40	0	8	0	189	2442	665	
67309	20	0.00	0	0.45	21.40	0	7	0	286	1672	164	
67419	20	0.00	0	-0.25	21.40	0	8	0	-614	-2273	-536	
67530	20	0.00	0	0.10	21.40	0	7	0	-357	113	235	
67639	20	0.00	0	0.01	21.40	0	7	0	302	1130	399	
67749	20	0.00	0	-0.34	21.40	0	7	0	-273	-227	-312	
67867	20	0.00	0	-0.17	21.40	0	7	0	-671	-1265	-237	
67978	20	0.00	0	-0.17	21.40	0	7	0	-6	134	368	
68089	20	0.00	0	-0.34	21.40	0	7	0	55	654	35	
68200	20	0.00	0	0.10	21.40	0	7	0	-552	-1021	-319	
68310	20	0.00	0	-0.34	21.40	0	7	0	-333	-519	86	
68421	20	0.00	0	-0.08	21.40	0	7	0	129	683	197	
68531	20	0.00	0	-0.08	21.40	0	7	0	-311	-496	-232	
68643	20	0.00	0	0.10	21.40	0	7	0	-602	-1263	-117	
68752	20	0.00	0	-0.08	21.40	0	7	0	-27	353	169	
68863	20	0.00	0	0.10	21.40	0	7	0	28	454	-8	
69026	20	0.00	0	-0.25	21.40	0	7	0	-570	-1263	-101	
69144	20	0.00	0	-0.34	21.40	0	7	0	7	486	110	
69254	20	0.00	0	0.10	21.40	0	7	0	-25	335	-14	
69364	20	0.00	0	0.01	21.40	0	7	0	-518	-973	-100	
69474	20	0.00	0	-0.08	21.40	0	7	0	-281	-414	52	
69585	20	0.00	0	0.01	21.40	0	7	0	64	526	24	
69695	20	0.00	0	-0.25	21.40	0	7	0	-373	-539	-90	
69806	20	0.00	0	0.10	21.40	0	7	0	-491	-935	-34	
69916	20	0.00	0	0.01	21.40	0	7	0	-24	419	36	
70025	20	0.00	0	-0.52	21.40	0	7	0	-117	121	-18	
70136	20	0.00	0	-0.34	21.40	0	7	0	-490	-1012	-51	
70248	20	0.00	0	-0.34	21.40	0	7	0	-198	-212	9	
70365	20	0.00	0	0.18	21.40	0	7	0	-25	351	-31	
70475	20	0.00	0	-0.34	21.40	0	7	0	-417	-655	-45	
70585	20	0.00	0	-0.08	21.40	0	7	0	-324	-541	-10	
70697	20	0.00	0	-0.43	21.40	0	7	0	23	436	-23	
70808	20	0.00	0	0.10	21.40	0	7	0	-235	-271	-8	
70918	20	0.00	0	-0.17	21.40	0	7	0	-465	-899	-17	
71029	20	0.00	0	0.10	21.40	0	7	0	-111	37	-28	
71138	20	0.00	0	-0.60	21.40	0	7	0	-72	92	4	
71249	20	0.00	0	0.01	21.40	0	7	0	-435	-677	-4	
71360	20	0.00	0	0.01	21.40	0	7	0	-252	-320	-14	
71469	20	0.00	0	0.27	21.40	0	7	0	-47	226	-58	
71586	20	0.00	0	-0.08	21.40	0	7	0	-351	-456	9	
71696	20	0.00	0	0.18	21.40	0	7	0	-348	-620	-24	
71806	20	0.00	0	0.27	21.40	0	7	0	-70	139	-41	
71917	20	0.00	0	-0.25	21.40	0	7	0	-206	-130	3	
72028	20	0.00	0	-0.08	21.40	0	7	0	-383	-688	-26	
72139	20	0.00	0	-0.43	21.40	0	7	0	-156	-77	-11	
72249	20	0.00	0	0.18	21.40	0	7	0	-117	72	-59	
72360	20	0.00	0	0.01	21.40	0	7	0	-378	-560	4	
72470	20	0.00	0	-0.25	21.40	0	7	0	-271	-359	0	
72580	20	0.00	0	-0.17	21.40	0	7	0	-75	186	-19	
72691	20	0.00	0	-0.25	21.40	0	7	0	-253	-362	1	
72809	20	0.00	0	-0.43	21.40	0	7	0	-342	-551	-26	
72920	20	0.00	0	0.18	21.40	0	7	0	-126	4	-10	
73030	20	0.00	0	-0.17	21.40	0	7	0	-209	-154	-37	
73140	20	0.00	0	-0.17	21.40	0	7	0	-372	-572	-1	
73251	20	0.00	0	0.18	21.40	0	7	0	-199	-187	-26	
73361	20	0.00	0	0.18	21.40	0	7	0	-122	24	-36	
73471	20	0.00	0	-0.17	21.40	0	7	0	-318	-430	-11	
73582	20	0.00	0	0.36	21.40	0	7	0	-300	-318	-11	
73692	20	0.00	0	-0.25	21.40	0	7	0	-106	80	-23	
73803	20	0.00	0	-0.52	21.40	0	7	0	-261	-296	-8	
73921	20	0.00	0	-0.08	21.40	0	7	0	-312	-489	-20	
74032	20	0.00	0	0.27	21.40	0	7	0	-146	-47	-26	
74142	20	0.00	0	0.01	21.40	0	7	0	-195	-120	-33	
74251	20	0.00	0	-0.43	21.40	0	7	0	-348	-516	-8	
74363	20	0.00	0	-0.25	21.40	0	7	0	-188	-159	-34	
74474	20	0.00	0	-0.25	21.40	0	7	0	-154	13	-25	
74584	20	0.00	0	0.18	21.40	0	7	0	-315	-407	-25	
74746	20	0.00	0	-0.08	21.40	0	7	0	-191	-130	-19	
74858	20	0.00	0	-0.08	21.40	0	7	0	-193	-62	-37	
74968	20	0.00	0	0.53	21.50	0	7	0	-318	-482	-4	
75078	20	0.00	0	0.10	21.50	0	7	0	-250	-258	-20	
75194	20	0.00	0	-0.08	21.50	0	7	0	-144	8	-35	
75305	20	0.00	0	-0.34	21.40	0	7	0	-282	-362	-26	
75417	20	0.00	0	-0.08	21.50	0	7	0	-304	-379	-13	
75527	20	0.00	0	0.18	21.50	0	7	0	-157	-87	7	
75637	20	0.00	0	-0.52	21.50	0	7	0	-239	-170	-30	
75748	20	0.00	0	0.27	21.50	0	7	0	-277	-421	-23	
75859	20	0.00	0	-0.08	21.50	0	7	0	-194	-177	-25	
75970	20	0.00	0	-0.08	21.50	0	7	0	-187	-155	-36	
76080	20	0.00	0	0.18	21.50	0	7	0	-279	-386	1	
76190	20	0.00	0	-0.08	21.50	0	7	0	-239	-286	10	
76301	20	0.00	0	0.10	21.50	0	7	0	-184	-86	-40	
76433	20	0.00	0	0.27	21.50	0	7	0	-266	-400	12	
76546	20	0.00	0	-0.34	21.50	0	7	0	-236	-285	14	
76659	20	0.00	0	-0.34	21.50	0	7	0	-185	-127	-10	
76772	20	0.00	0	-0.08	21.50	0	7	0	-251	-321	6	
76886	20	0.00	0	-0.43	21.50	0	7	0	-278	-360	-17	
76999	20	0.00	0	-0.08	21.50	0	7	0	-184	-172	-23	
77112	20	0.00	0	0.27	21.50	0	7	0	-221	-258	-31	
77225	20	0.00	0	-0.17	21.50	0	7	0	-285	-389	-26	
77338	20	0.00	0	0.18	21.50	0	7	0	-212	-172	-17	
77450	20	0.00	0	0.27	21.50	0	7	0	-199	-129	-19	
77570	20	0.00	0	0.01	21.50	0	7	0	-294	-349	-18	
77682	20	0.00	0	-0.25	21.50	0	7	0	-223	-231	-22	
77795	20	0.00	0	-0.25	21.50	0	7	0	-218	-149	-7	
77909	20	0.00	0	0.62	21.50	0	7	0	-280	-304	-1	
78022	20	0.00	0	0.18	21.50	0	7	0	-239	-262	-15	
78133	20	0.00	0	-0.08	21.50	0	7	0	-194	-135	-12	
78247	20	0.00	0	-0.17	21.50	0	7	0	-254	-276	-24	
78361	20	0.00	0	0.27	21.50	0	7	0	-248	-358	-4	
78472	20	0.00	0	0.10	21.50	0	7	0	-203	-120	-21	
78585	20	0.00	0	-0.25	21.50	0	7	0	-242	-212	3	
78698	20	0.00	0	-0.17	21.50	0	7	0	-270	-341	-27	
78818	20	0.00	0	0.18	21.50	0	7	0	-215	-193	-22	
78930	20	0.00	0	0.18	21.50	0	7	0	-232	-251	-16	
79043	20	0.00	0	0.01	21.50	0	7	0	-261	-334	-11	
79155	20	0.00	0	0.10	21.50	0	7	0	-205	-210	-26	
79268	20	0.00	0	-0.17	21.50	0	7	0	-199	-248	-19	
79382	20	0.00	0	0.27	21.50	0	7	0	-258	-307	-17	
79493	20	0.00	0	0.27	21.50	0	7	0	-221	-227	-24	
79606	20	0.00	0	-0.17	21.50	0	7	0	-221	-180	-5	
79718	20	0.00	0	-0.25	21.50	0	7	0	-244	-326	5	
79832	20	0.00	0	0.01	21.50	0	7	0	-249	-243	-6	
79945	20	0.00	0	1.49	21.50	0	7	0	-190	-179	-25	
80064	20	0.00	0	2.28	21.50	0	7	0	-234	-267	-23	
80176	20	0.00	0	1.23	21.50	0	7	0	-255	-311	-9	
80288	20	0.00	0	0.88	21.50	0	7	0	-213	-196	-18	
80453	20	0.00	0	0.80	21.50	0	7	0	-244	-240	-1	
80564	20	0.00	0	-0.25	21.50	0	7	0	-236	-310	-21	
80678	20	0.00	0	0.18	21.50	0	7	0	-225	-188	-24	
80791	20	0.00	0	0.53	21.50	0	7	0	-220	-195	-11	
80903	20	0.00	0	-0.43	21.50	0	7	0	-266	-283	-31	
81017	20	0.00	0	-0.17	21.50	0	7	0	-254	-213	-32	
81130	20	0.00	0	-0.43	21.50	0	7	0	-221	-197	-11	
81250	20	0.00	0	0.01	21.50	0	7	0	-252	-263	-24	
81362	20	0.00	0	-0.25	21.50	0	7	0	-243	-242	-18	
81476	20	0.00	0	0.01	21.50	0	7	0	-224	-146	-29	
81588	20	0.00	0	-0.34	21.50	0	7	0	-247	-262	-22	
81701	20	0.00	0	-0.34	21.50	0	7	0	-241	-323	17	
81815	20	0.00	0	-0.08	21.50	0	7	0	-219	-224	-5	
81928	20	0.00	0	0.27	21.50	0	7	0	-245	-225	4	
82040	20	0.00	0	0.27	21.50	0	7	0	-263	-266	10	
82153	20	0.00	0	-0.17	21.50	0	7	0	-199	-235	-28	
82265	20	0.00	0	0.10	21.50	0	7	0	-238	-218	-36	
82378	20	0.00	0	-0.08	21.50	0	7	0	-242	-199	-29	
82499	20	0.00	0	0.53	21.50	0	7	0	-201	-175	-46	
82611	20	0.00	0	0.45	21.50	0	7	0	-228	-227	-20	
82723	20	0.00	0	0.27	21.50	0	7	0	-258	-293	1	
82836	20	0.00	0	-0.08	21.50	0	7	0	-235	-270	-19	
82948	20	0.00	0	0.45	21.50	0	7	0	-229	-225	-11	
83061	20	0.00	0	0.27	21.50	0	7	0	-252	-192	-6	
83173	20	0.00	0	0.10	21.50	0	7	0	-238	-270	-16	
83285	20	0.00	0	-0.25	21.50	0	7	0	-200	-271	-27	
83399	20	0.00	0	0.27	21.50	0	7	0	-266	-258	-15	
83511	20	0.00	0	0.18	21.50	0	7	0	-263	-228	-15	
83623	20	0.00	0	0.27	21.50	0	7	0	-207	-222	-12	
83742	20	0.00	0	0.27	21.50	0	7	0	-224	-237	-11	
83854	20	0.00	0	-0.43	21.50	0	7	0	-268	-282	-12	
83968	20	0.00	0	-0.17	21.50	0	7	0	-227	-231	-26	
84081	20	0.00	0	-0.52	21.50	0	7	0	-230	-246	-14	
84195	20	0.00	0	0.18	21.50	0	7	0	-241	-254	-24	
84307	20	0.00	0	0.45	21.50	0	7	0	-241	-243	-18	
84420	20	0.00	0	0.45	21.50	0	7	0	-211	-289	-16	
84532	20	0.00	0	0.18	21.50	0	7	0	-264	-265	-6	
84644	20	0.00	0	-0.34	21.50	0	7	0	-242	-151	-27	
84758	20	0.00	0	0.80	21.50	0	7	0	-241	-196	-8	
84876	20	0.00	0	-0.17	21.50	0	7	0	-249	-265	-52	
84990	20	0.00	0	-0.08	21.50	0	7	0	-233	-288	-11	
85104	20	0.00	0	0.10	21.50	0	7	0	-193	-261	-10	
85215	20	0.00	0	-0.08	21.50	0	7	0	-234	-258	-32	
85329	20	0.00	0	-0.25	21.50	0	7	0	-218	-253	-31	
85443	20	0.00	0	0.01	21.60	0	7	0	-228	-127	4	
85554	20	0.00	0	-0.17	21.50	0	7	0	-214	-249	10	
85668	20	0.00	0	-0.60	21.50	0	7	0	-255	-349	-7	
85782	20	0.00	0	-0.17	21.60	0	7	0	-246	-248	-29	
85895	20	0.00	0	-0.69	21.60	0	7	0	-198	-206	3	
86008	20	0.00	0	-0.34	21.50	0	7	0	-230	-184	-18	
86181	20	0.00	0	-0.34	21.60	0	7	0	-238	-245	58	
86295	20	0.00	0	-0.52	21.60	0	7	0	-199	-243	21	
86407	20	0.00	0	-0.25	21.50	0	7	0	-243	-295	-6	
86521	20	0.00	0	-0.43	21.60	0	7	0	-238	-254	-12	
86635	20	0.00	0	-0.17	21.60	0	7	0	-199	-210	-8	
86747	20	0.00	0	-0.52	21.60	0	7	0	-239	-204	-16	
86861	20	0.00	0	-0.17	21.60	0	7	0	-229	-270	-16	
86975	20	0.00	0	0.01	21.60	0	7	0	-242	-257	-20	
87086	20	0.00	0	-0.34	21.60	0	7	0	-221	-230	-20	
87200	20	0.00	0	-0.34	21.60	0	7	0	-253	-292	-4	
87313	20	0.00	0	-0.60	21.60	0	7	0	-242	-208	-15	
87433	20	0.00	0	0.01	21.60	0	7	0	-224	-182	-25	
87546	20	0.00	0	-0.08	21.60	0	7	0	-228	-228	-20	
87660	20	0.00	0	-0.43	21.60	0	7	0	-233	-263	-11	
87773	20	0.00	0	-0.60	21.60	0	7	0	-239	-263	3	
87886	20	0.00	0	0.01	21.60	0	7	0	-224	-250	-34	
87999	20	0.00	0	-0.17	21.60	0	7	0	-276	-254	-16	
88112	20	0.00	0	0.01	21.60	0	7	0	-231	-248	-3	
88224	20	0.00	0	0.18	21.60	0	7	0	-241	-185	-30	
88336	20	0.00	0	0.27	21.60	0	7	0	-250	-271	3	
88448	20	0.00	0	-0.08	21.60	0	7	0	-219	-241	1	
