Ms	Code	A0	CA	MA	T	AX	AY	AZ	GX	GY	GZ
5195	20	0.00	0	0.30	27.90	0	7	0	-345	-147	-13	
5304	20	0.00	0	0.30	27.90	0	7	0	-192	-99	-146	
5413	20	0.00	0	0.39	27.90	0	7	0	-143	390	147	
5521	20	0.00	-3	-16.83	28.70	0	7	-1	-231	-238	10	
5634	20	0.00	-5	-17.00	28.80	0	7	0	-370	-1734	-148	
5745	20	0.00	-7	-16.04	28.70	-1	7	0	-826	-526	-212	
5857	20	0.00	-7	-4.86	28.20	0	8	-2	-342	78	-2	
5975	20	0.00	-6	-3.90	28.10	0	8	-1	-526	564	333	
6085	20	0.00	-6	-5.13	28.20	0	7	-2	-707	3083	560	
6197	20	0.00	-7	-12.46	28.50	-1	7	0	-352	-1837	-565	
6310	20	0.00	-9	-15.08	28.60	-1	8	0	-194	463	19	
6421	20	0.00	-10	-15.78	28.60	4	7	-12	-628	5833	-126	
6535	20	0.00	-11	-16.21	28.70	1	8	0	156	-456	-163	
6647	20	0.00	-12	-15.86	28.60	0	8	0	-488	-275	339	
6761	20	0.00	-13	-16.65	28.60	1	8	0	-234	-1322	141	
6874	20	0.00	-13	-16.74	28.60	0	7	-2	-331	-179	-561	
6987	20	0.00	-14	-16.91	28.60	-2	10	-3	-1443	196	393	
7107	20	0.00	-14	-16.48	28.50	0	8	-1	-398	-708	393	
7220	20	0.00	-15	-16.83	28.50	0	8	0	-244	-1049	213	
7333	20	0.00	-15	-15.95	28.50	0	7	-1	1074	-2772	209	
7446	20	0.00	-15	-15.43	28.50	0	8	-1	71	276	-142	
7559	20	0.00	-15	-14.99	28.50	-2	6	1	-81	-113	-1100	
7673	20	0.00	-15	-15.08	28.40	1	8	0	342	-394	-95	
7785	20	0.00	-15	-14.64	28.40	-4	3	7	-234	1077	1856	
7899	20	0.00	-15	-14.99	28.40	0	7	-1	-485	-1112	-11	
8011	20	0.00	-15	-14.90	28.40	0	7	0	-99	286	123	
8125	20	0.00	-15	-14.99	28.40	0	7	-1	-133	187	-163	
8245	20	0.00	-15	-15.25	28.40	0	8	-1	-256	1423	-330	
8358	20	0.00	-15	-15.08	28.40	0	7	-1	-551	-3522	135	
8471	20	0.00	-15	-14.81	28.40	1	8	-1	-341	-2561	-156	
8584	20	0.00	-15	-15.17	28.40	-4	7	0	391	2327	-184	
8698	20	0.00	-14	-14.38	28.40	0	8	0	-93	-837	137	
8810	20	0.00	-14	-13.86	28.30	1	8	-1	-323	-464	-387	
8924	20	0.00	-14	-13.86	28.40	0	7	-1	-480	-1290	39	
9036	20	0.00	-14	-12.72	28.30	1	6	-2	-171	450	483	
9150	20	0.00	-14	-13.94	28.30	0	8	0	-186	445	-220	
9263	20	0.00	-14	-16.56	28.40	0	7	-1	-18	284	-14	
9383	20	0.00	-15	-16.91	28.50	0	8	-1	-449	-358	23	
9495	20	0.00	-15	-16.83	28.50	0	8	0	-122	1053	-204	
9609	20	0.00	-15	-16.04	28.40	0	8	-1	-301	-590	-120	
9722	20	0.00	-15	-13.59	28.30	0	8	0	-588	-3214	-189	
9835	20	0.00	-14	-12.72	28.20	0	7	0	-617	-1789	-37	
9998	20	0.00	-13	-8.62	28.00	1	7	-1	-91	-129	-104	
10111	20	0.00	-12	-8.18	28.00	-1	7	0	-314	-917	-162	
10223	20	0.00	-11	-8.27	28.00	0	8	-1	-343	-802	12	
10337	20	0.00	-10	-8.01	28.00	0	7	-1	-166	122	163	
10450	20	0.00	-10	-8.01	28.00	0	7	-1	-161	2	-54	
10569	20	0.00	-9	-8.09	28.00	0	7	-1	-368	-340	-12	
10682	20	0.00	-9	-7.83	28.10	0	7	-1	-282	128	47	
10794	20	0.00	-9	-7.92	28.10	0	7	0	29	1934	-204	
10905	20	0.00	-8	-7.74	28.00	0	7	0	-357	270	346	
11018	20	0.00	-8	-8.09	28.10	1	8	0	-144	394	-308	
11130	20	0.00	-8	-8.09	28.10	0	7	-1	29	1756	-76	
11241	20	0.00	-8	-7.92	28.10	0	7	-1	-463	-1696	99	
11354	20	0.00	-8	-7.92	28.10	0	7	0	-364	-270	-182	
11465	20	0.00	-8	-8.35	28.10	0	7	0	-28	256	28	
11578	20	0.00	-8	-8.62	28.10	0	7	0	-341	-40	-81	
11696	20	0.00	-8	-8.27	28.10	0	7	-1	-380	-237	104	
11808	20	0.00	-8	-8.62	28.10	0	7	0	-140	-145	-149	
11920	20	0.00	-8	-8.18	28.10	0	7	-1	-241	-52	64	
12033	20	0.00	-8	-8.27	28.10	0	7	0	-377	-458	54	
12145	20	0.00	-8	-8.27	28.10	0	7	0	-173	-22	-161	
12257	20	0.00	-8	-7.74	28.10	0	7	-1	-173	-214	127	
12369	20	0.00	-8	-8.09	28.10	0	8	-1	-871	-8904	139	
12481	20	0.00	-8	-10.19	28.20	0	7	-1	-192	-300	381	
12594	20	0.00	-9	-14.90	28.40	0	7	0	429	4558	197	
12708	20	0.00	-10	-12.02	28.30	0	7	-2	-728	672	98	
12828	20	0.00	-9	-7.39	28.10	0	7	-1	-376	-370	-142	
12940	20	0.00	-9	-7.74	28.10	0	7	-1	-20	1390	9	
13052	20	0.00	-9	-8.01	28.10	0	7	-1	-230	-1429	-15	
13164	20	0.00	-8	-8.01	28.10	0	7	0	-553	-781	20	
13276	20	0.00	-8	-7.74	28.10	0	7	0	-94	237	25	
13388	20	0.00	-8	-7.92	28.10	0	7	-1	-35	378	-104	
13500	20	0.00	-8	-7.92	28.10	0	7	-1	-547	-1214	83	
13612	20	0.00	-8	-8.35	28.20	0	7	0	-288	-513	-56	
13724	20	0.00	-8	-8.27	28.20	0	7	0	23	661	-32	
13836	20	0.00	-8	-7.83	28.20	0	7	-1	-406	-545	66	
13956	20	0.00	-8	-8.18	28.20	0	7	0	-380	-667	-109	
14067	20	0.00	-8	-8.44	28.20	0	7	0	36	584	39	
14179	20	0.00	-8	-8.79	28.20	0	7	-1	-270	-56	25	
14292	20	0.00	-8	-8.44	28.20	0	7	-1	-405	-676	-76	
14403	20	0.00	-8	-7.92	28.20	0	8	0	-47	383	-94	
14515	20	0.00	-8	-8.09	28.20	0	7	0	-59	518	-207	
14628	20	0.00	-8	-8.09	28.20	0	8	-1	-725	308	-53	
14739	20	0.00	-8	-8.18	28.20	3	8	0	-2750	15537	139	
14852	20	0.00	-7	-7.13	28.10	0	8	0	-186	12530	-161	
14963	20	0.00	-7	-4.07	28.00	0	7	-1	26	10000	592	
15075	20	0.00	-6	-2.15	27.90	0	7	-1	-849	15880	347	
15194	20	0.00	-5	-4.95	28.00	1	5	0	1	6634	-462	
15306	20	0.00	-5	-4.77	28.00	0	8	-1	13	3962	-211	
15418	20	0.00	-5	-4.60	28.00	0	7	-1	-372	-289	155	
15530	20	0.00	-5	-4.69	28.00	0	7	0	-507	-1160	-51	
15642	20	0.00	-5	-5.04	28.00	0	7	0	-52	101	-13	
15754	20	0.00	-5	-4.69	28.00	0	7	0	-183	-1429	-169	
15867	20	0.00	-5	-4.86	28.00	1	6	0	-1164	5599	-259	
16028	20	0.00	-4	-4.16	28.00	0	7	0	317	681	64	
16141	20	0.00	-4	-4.34	28.00	1	8	0	136	6881	168	
16253	20	0.00	-4	-4.69	28.00	0	8	0	-876	-1435	-290	
16371	20	0.00	-4	-4.69	28.00	0	7	0	-835	-1738	-163	
16483	20	0.00	-4	-4.60	28.00	0	7	0	408	-6351	91	
16596	20	0.00	-4	-3.90	28.00	0	8	0	-146	668	-109	
16707	20	0.00	-4	-3.64	28.00	0	7	0	-275	-718	53	
16820	20	0.00	-4	-4.07	28.00	0	7	0	-141	-225	10	
16932	20	0.00	-4	-4.16	28.00	0	7	0	-397	-1090	-7	
17043	20	0.00	-4	-3.55	28.00	0	7	0	-366	-695	10	
17156	20	0.00	-4	-3.46	28.00	0	7	0	-130	201	13	
17267	20	0.00	-3	-3.29	28.10	1	7	0	-252	-552	-20	
17379	20	0.00	-3	-3.82	28.10	0	7	0	-381	-607	0	
17498	20	0.00	-3	-3.90	28.10	1	7	0	-128	77	2	
17609	20	0.00	-3	-3.55	28.10	0	7	0	-191	-96	-25	
17722	20	0.00	-3	-3.46	28.10	0	7	0	-388	-544	4	
17835	20	0.00	-3	-4.34	28.10	0	7	0	-239	-403	-29	
17946	20	0.00	-3	-4.25	28.10	0	7	0	-163	-86	-12	
18058	20	0.00	-3	-3.82	28.10	1	7	0	-292	-165	-22	
18171	20	0.00	-3	-4.34	28.10	0	7	0	-244	-63	-29	
18282	20	0.00	-3	-3.38	28.10	0	7	0	-82	517	-38	
18394	20	0.00	-3	-3.29	28.10	0	7	0	-257	-429	2	
18506	20	0.00	-3	-3.99	28.10	0	7	0	-497	-1089	-13	
18618	20	0.00	-3	-3.64	28.10	0	7	0	-121	-70	13	
18737	20	0.00	-3	-3.82	28.10	0	7	0	-161	68	-60	
18848	20	0.00	-3	-4.34	28.10	0	7	0	-494	-935	71	
18961	20	0.00	-3	-3.73	28.10	0	7	0	-302	-503	-20	
19073	20	0.00	-3	-3.73	28.10	0	7	0	15	223	54	
19184	20	0.00	-3	-4.07	28.10	0	7	0	-401	-566	-51	
19297	20	0.00	-3	-4.07	28.20	1	7	0	-479	-729	-67	
19409	20	0.00	-3	-3.73	28.10	0	8	0	638	-594	-65	
19521	20	0.00	-3	-4.25	28.20	0	7	0	560	-1481	-1113	
19633	20	0.00	-3	-4.16	28.20	0	8	0	442	-188	-1315	
19745	20	0.00	-4	-4.34	28.20	0	7	-1	386	683	-519	
19864	20	0.00	-4	-4.34	28.20	0	8	-1	-431	-321	236	
19976	20	0.00	-4	-3.82	28.20	0	7	-1	-838	-239	399	
20089	20	0.00	-4	-4.42	28.20	0	7	-1	-753	-309	935	
20200	20	0.00	-4	-5.04	28.20	0	8	0	-1411	-1706	1817	
20313	20	0.00	-4	-4.16	28.20	4	6	0	-1184	-1934	1809	
20424	20	0.00	-4	-3.82	28.20	2	9	2	124	1369	-1616	
20537	20	0.00	-4	-4.25	28.20	0	8	0	310	-3466	-1215	
20649	20	0.00	-4	-4.60	28.20	0	7	-1	-734	-2521	52	
20761	20	0.00	-4	-4.51	28.20	0	8	0	-302	-1375	607	
20873	20	0.00	-4	-3.90	28.20	-2	8	-2	-236	3069	-132	
20993	20	0.00	-4	-4.60	28.20	1	8	-1	-154	-294	-297	
21104	20	0.00	-4	-4.34	28.20	0	7	0	-110	-208	-514	
21217	20	0.00	-4	-4.51	28.20	0	8	0	15	1356	316	
21329	20	0.00	-4	-4.34	28.20	1	7	0	-458	-35	119	
21440	20	0.00	-4	-4.34	28.20	0	7	0	-545	-1633	-3	
21553	20	0.00	-4	-4.07	28.20	0	7	0	-171	92	-17	
21664	20	0.00	-4	-4.07	28.20	0	7	0	-81	467	-88	
21776	20	0.00	-4	-4.07	28.20	0	7	0	-479	-837	-125	
21889	20	0.00	-4	-4.51	28.20	0	7	0	-244	-517	136	
22050	20	0.00	-4	-4.07	28.20	1	7	0	-208	-251	62	
22169	20	0.00	-4	-4.69	28.20	1	7	0	-432	155	-77	
22281	20	0.00	-4	-4.69	28.20	1	7	0	-103	1153	-32	
22393	20	0.00	-4	-5.04	28.20	0	7	0	-40	305	12	
22505	20	0.00	-4	-4.77	28.30	0	7	0	-496	-95	-78	
22617	20	0.00	-4	-4.77	28.20	0	9	-1	-380	-4523	541	
22729	20	0.00	-4	-4.34	28.20	0	7	1	171	1516	-252	
22841	20	0.00	-4	-4.25	28.30	1	8	0	344	950	-24	
22954	20	0.00	-4	-4.42	28.30	0	7	0	1300	-1767	853	
23065	20	0.00	-4	-4.42	28.20	1	8	-1	2282	1845	497	
23178	20	0.00	-4	-4.60	28.30	1	5	0	1216	2192	-626	
23290	20	0.00	-4	-4.86	28.30	0	7	-2	-406	-632	-595	
23408	20	0.00	-4	-5.13	28.30	0	7	-1	-771	436	354	
23521	20	0.00	-4	-5.47	28.30	1	7	0	-673	1252	337	
23633	20	0.00	-5	-5.82	28.30	1	7	0	-601	-804	-444	
23744	20	0.00	-4	-4.77	28.30	0	7	0	-300	323	-312	
23857	20	0.00	-4	-5.04	28.30	1	7	-2	381	2646	363	
23968	20	0.00	-4	-4.95	28.30	1	7	-1	115	-98	-81	
24081	20	0.00	-5	-5.38	28.30	1	7	-1	-809	414	-419	
24193	20	0.00	-5	-5.04	28.30	0	7	-1	-930	-927	4	
24304	20	0.00	-5	-4.86	28.30	1	7	-1	-507	1622	-92	
24417	20	0.00	-4	-4.51	28.30	0	7	0	-581	147	-228	
24536	20	0.00	-4	-4.77	28.30	0	7	-1	-531	421	-142	
24647	20	0.00	-4	-4.51	28.30	0	7	0	-570	-1172	40	
24760	20	0.00	-4	-4.69	28.30	0	7	-1	-735	-557	-107	
24873	20	0.00	-4	-4.34	28.30	0	7	0	-851	-4063	284	
24984	20	0.00	-4	-3.90	28.30	0	7	0	164	1279	39	
25096	20	0.00	-4	-4.25	28.30	1	7	-1	12	1567	-168	
25209	20	0.00	-4	-4.69	28.30	0	7	0	-661	-1004	19	
25320	20	0.00	-4	-3.46	28.30	0	7	0	-190	-337	148	
25432	20	0.00	-4	-3.29	28.30	1	7	0	59	749	-99	
25544	20	0.00	-3	-3.20	28.30	0	7	0	-565	-815	-75	
25663	20	0.00	-3	-3.55	28.30	1	7	0	-412	-621	147	
25775	20	0.00	-3	-3.11	28.30	1	7	0	173	584	-163	
25886	20	0.00	-3	-3.11	28.30	0	7	-1	-154	-241	-163	
25999	20	0.00	-3	-3.82	28.30	0	7	0	-583	-1202	51	
26111	20	0.00	-3	-3.46	28.30	0	7	0	-111	45	84	
26223	20	0.00	-3	-3.20	28.30	1	7	0	188	794	-244	
26335	20	0.00	-3	-4.42	28.30	0	7	0	39	55	46	
26447	20	0.00	-3	-4.42	28.30	1	7	0	-140	-84	26	
26559	20	0.00	-4	-4.86	28.30	1	8	0	-674	-2743	-10	
26671	20	0.00	-4	-4.69	28.30	0	7	0	37	1255	130	
26790	20	0.00	-4	-4.69	28.30	1	8	-1	-654	1428	-337	
26902	20	0.00	-4	-5.13	28.30	0	6	-1	-1271	-2144	74	
27014	20	0.00	-4	-4.42	28.30	1	7	0	-851	-6042	-318	
27126	20	0.00	-4	-3.82	28.30	3	8	1	411	8491	866	
27238	20	0.00	-4	-4.42	28.30	2	7	-2	42	5248	-228	
27351	20	0.00	-4	-4.69	28.30	0	7	-1	-649	1790	-166	
27462	20	0.00	-4	-4.69	28.30	0	7	0	-401	338	325	
27574	20	0.00	-4	-4.69	28.30	1	7	0	17	1037	-46	
27687	20	0.00	-4	-3.82	28.30	0	7	0	-369	-796	-231	
27798	20	0.00	-4	-4.07	28.40	0	7	0	-483	-1714	139	
27911	20	0.00	-4	-4.16	28.30	1	7	0	-117	-63	78	
28079	20	0.00	-4	-4.42	28.40	1	7	0	-305	-263	-111	
28190	20	0.00	-4	-4.77	28.30	1	7	0	-437	-770	160	
28302	20	0.00	-4	-4.69	28.30	1	7	0	-113	361	-15	
28415	20	0.00	-4	-4.25	28.30	1	7	0	-113	1333	-338	
28526	20	0.00	-4	-4.51	28.40	0	7	0	-357	-77	54	
28639	20	0.00	-4	-4.95	28.40	1	7	0	-324	-964	138	
28752	20	0.00	-4	-4.51	28.30	1	7	0	-153	-260	-180	
28863	20	0.00	-4	-4.69	28.40	0	7	0	-233	-104	-52	
28975	20	0.00	-4	-4.69	28.40	1	7	0	-236	-457	77	
29087	20	0.00	-4	-4.42	28.40	1	7	0	-195	-148	-73	
29206	20	0.00	-4	-4.51	28.40	0	7	0	-227	-89	-87	
29318	20	0.00	-4	-4.34	28.40	1	7	0	-308	-194	98	
29429	20	0.00	-4	-4.16	28.40	1	7	0	-249	44	-56	
29542	20	0.00	-4	-4.16	28.40	0	7	0	-217	-100	-62	
29654	20	0.00	-4	-4.51	28.40	1	7	0	-329	-294	66	
29766	20	0.00	-4	-4.69	28.40	1	7	0	-263	-428	-20	
29878	20	0.00	-4	-4.69	28.40	1	7	0	-219	-127	-47	
29990	20	0.00	-4	-4.60	28.40	1	7	0	-268	-399	38	
30102	20	0.00	-4	-4.34	28.40	1	7	0	-310	-414	16	
30214	20	0.00	-4	-3.99	28.40	1	7	0	-202	145	-59	
30333	20	0.00	-4	-4.25	28.40	1	7	0	-249	93	20	
30444	20	0.00	-4	-4.51	28.40	1	7	0	-240	-168	0	
30556	20	0.00	-4	-4.16	28.40	1	7	0	-173	61	-16	
30668	20	0.00	-4	-4.25	28.40	1	7	0	-226	-39	38	
30781	20	0.00	-4	-4.16	28.40	1	7	0	-292	-312	-64	
30893	20	0.00	-4	-4.34	28.40	1	7	0	-246	-196	-22	
31004	20	0.00	-4	-4.42	28.50	1	7	0	-253	-217	40	
31117	20	0.00	-4	-4.51	28.50	1	7	0	-285	-505	-62	
31229	20	0.00	-4	-4.60	28.50	0	7	0	-252	-227	-15	
31341	20	0.00	-4	-4.69	28.50	1	7	0	-240	-209	38	
31453	20	0.00	-4	-4.42	28.50	1	7	0	-310	-500	-5	
31572	20	0.00	-4	-4.42	28.50	1	7	0	-285	-427	-18	
31683	20	0.00	-4	-4.69	28.50	1	7	0	-247	-233	-1	
31796	20	0.00	-4	-4.34	28.50	1	7	0	-270	-309	-24	
31908	20	0.00	-4	-4.07	28.50	0	7	0	-227	-356	7	
32019	20	0.00	-4	-4.51	28.50	1	7	0	-230	-194	-8	
32132	20	0.00	-4	-4.69	28.50	1	7	0	-236	-87	5	
32243	20	0.00	-4	-4.42	28.50	1	7	0	-261	-306	-18	
32355	20	0.00	-4	-4.42	28.50	1	7	0	-253	-450	13	
32468	20	0.00	-4	-4.16	28.50	0	7	0	-242	-415	-5	
32580	20	0.00	-4	-4.34	28.50	1	7	0	-269	-382	-23	
32699	20	0.00	-4	-4.42	28.50	0	7	0	-330	-682	32	
32811	20	0.00	-4	-3.90	28.50	1	7	0	-220	-485	8	
32922	20	0.00	-4	-4.42	28.50	1	7	0	-274	-424	-46	
33035	20	0.00	-4	-5.38	28.50	1	7	0	-330	-279	-23	
33147	20	0.00	-4	-4.77	28.50	1	7	0	-212	-101	13	
33258	20	0.00	-4	-4.77	28.50	1	7	0	-167	-142	-61	
33371	20	0.00	-4	-4.77	28.50	0	7	0	-283	-377	13	
33482	20	0.00	-4	-4.69	28.50	1	7	0	-268	-293	-17	
33594	20	0.00	-4	-4.86	28.50	1	7	0	-235	-289	-64	
33707	20	0.00	-4	-4.42	28.50	1	7	0	-295	-341	29	
33818	20	0.00	-4	-4.86	28.50	1	7	0	-286	-369	9	
33987	20	0.00	-4	-4.69	28.50	1	7	0	-231	-129	-35	
34099	20	0.00	-4	-4.51	28.50	1	7	0	-275	-203	47	
34212	20	0.00	-4	-4.34	28.60	1	7	0	-285	-297	-35	
34323	20	0.00	-4	-4.69	28.50	0	7	0	-224	-283	-11	
34435	20	0.00	-4	-4.42	28.50	1	7	0	-255	-319	17	
34547	20	0.00	-4	-5.04	28.60	1	7	0	-249	-420	-39	
34660	20	0.00	-4	-4.95	28.50	1	7	0	-252	-209	7	
34772	20	0.00	-4	-4.69	28.60	1	7	0	-237	-105	17	
34883	20	0.00	-4	-5.21	28.60	1	7	0	-272	-339	-49	
34996	20	0.00	-4	-4.95	28.60	1	7	0	-240	-229	17	
35115	20	0.00	-4	-4.60	28.60	1	7	0	-198	-91	18	
35226	20	0.00	-4	-5.04	28.60	0	7	0	-261	-343	-39	
35338	20	0.00	-4	-4.86	28.60	1	7	0	-245	-256	10	
35451	20	0.00	-4	-4.77	28.60	1	7	0	-236	-301	-19	
35562	20	0.00	-4	-4.60	28.60	1	7	0	-255	-405	-40	
35674	20	0.00	-4	-4.69	28.60	1	7	0	-295	-305	26	
35786	20	0.00	-4	-4.69	28.60	1	7	0	-214	-155	0	
35898	20	0.00	-4	-4.69	28.60	0	7	0	-196	257	0	
36010	20	0.00	-4	-4.69	28.60	1	7	0	-317	-333	11	
36122	20	0.00	-4	-4.77	28.60	1	7	0	-263	-332	0	
36241	20	0.00	-4	-5.21	28.60	1	7	0	-174	-100	-19	
36353	20	0.00	-4	-4.60	28.60	0	7	0	-296	-587	-16	
36465	20	0.00	-4	-4.77	28.60	1	7	0	-231	-202	-15	
36577	20	0.00	-4	-4.34	28.60	1	7	0	-116	596	-19	
36690	20	0.00	-4	-4.51	28.60	1	7	0	-267	136	-42	
36801	20	0.00	-4	-4.86	28.60	1	7	0	-319	-337	-16	
36913	20	0.00	-4	-4.69	28.60	1	7	0	-161	-56	27	
37025	20	0.00	-4	-4.86	28.60	1	7	0	-204	-68	-28	
37137	20	0.00	-4	-4.77	28.60	1	7	0	-328	-384	-36	
37249	20	0.00	-4	-4.69	28.60	1	7	0	-335	-462	-12	
37361	20	0.00	-4	-4.69	28.60	1	7	0	-184	-307	-33	
37480	20	0.00	-4	-4.86	28.60	1	7	0	-305	-524	5	
37592	20	0.00	-4	-4.60	28.60	1	7	0	-296	-467	4	
37703	20	0.00	-4	-4.86	28.60	1	7	0	-197	-209	-25	
37816	20	0.00	-4	-4.60	28.60	1	7	0	-227	-223	-3	
37928	20	0.00	-4	-5.13	28.60	1	7	0	-339	-470	-9	
38039	20	0.00	-4	-5.04	28.60	1	7	0	-204	-176	-10	
38152	20	0.00	-4	-5.13	28.70	1	7	0	-196	-281	-1	
38263	20	0.00	-4	-5.13	28.60	1	7	0	-324	-401	-3	
38376	20	0.00	-4	-4.86	28.70	1	7	0	-239	-119	-8	
38488	20	0.00	-4	-4.86	28.70	1	7	0	-164	-104	-32	
38607	20	0.00	-4	-4.86	28.70	1	7	0	-311	-332	-25	
38719	20	0.00	-4	-4.95	28.70	1	7	0	-290	-414	13	
38831	20	0.00	-4	-4.69	28.70	1	7	0	-177	-205	-5	
38942	20	0.00	-4	-4.69	28.70	1	7	0	-287	-229	-29	
39055	20	0.00	-4	-4.42	28.70	1	7	0	-334	-455	-2	
39167	20	0.00	-4	-4.60	28.70	1	7	0	-213	-219	-28	
39279	20	0.00	-4	-5.30	28.70	1	7	0	-188	40	-15	
39391	20	0.00	-4	-5.21	28.70	1	7	0	-288	-289	8	
39503	20	0.00	-4	-4.69	28.70	1	7	0	-254	-401	-13	
39615	20	0.00	-4	-4.16	28.70	1	7	0	-201	-159	3	
39727	20	0.00	-4	-3.99	28.70	1	7	0	-305	-411	4	
39846	20	0.00	-4	-4.69	28.70	1	7	0	-319	-549	-13	
40007	20	0.00	-4	-4.69	28.70	1	7	0	-204	16	-16	
40120	20	0.00	-4	-4.42	28.70	1	7	0	-308	-288	-11	
40232	20	0.00	-4	-4.77	28.70	1	7	0	-255	-277	14	
40344	20	0.00	-4	-4.69	28.70	1	7	0	-212	-243	-12	
40456	20	0.00	-4	-4.95	28.70	1	7	0	-315	-390	-29	
40569	20	0.00	-4	-4.69	28.70	1	7	0	-344	-696	-15	
40680	20	0.00	-4	-4.42	28.70	1	7	0	-231	-424	18	
40793	20	0.00	-4	-4.77	28.70	1	7	0	-262	-290	-4	
40904	20	0.00	-4	-4.51	28.70	1	7	0	-318	-622	-20	
41023	20	0.00	-4	-4.86	28.70	1	7	0	-250	-41	-20	
41135	20	0.00	-4	-4.86	28.70	1	7	0	-202	-28	-30	
41246	20	0.00	-4	-5.13	28.70	1	7	0	-275	-183	-3	
41359	20	0.00	-4	-4.77	28.70	1	7	0	-264	-112	6	
41471	20	0.00	-4	-4.51	28.70	1	7	0	-209	-235	-45	
41582	20	0.00	-4	-4.77	28.70	1	7	0	-292	-457	9	
41695	20	0.00	-4	-4.25	28.70	1	7	0	-352	-670	-27	
41807	20	0.00	-4	-5.21	28.70	1	7	0	-234	-461	-17	
41919	20	0.00	-4	-4.69	28.70	1	7	0	-241	-269	11	
42031	20	0.00	-4	-4.69	28.70	1	7	0	-291	-322	-34	
42150	20	0.00	-4	-4.69	28.70	1	7	0	-203	37	-5	
42262	20	0.00	-4	-4.69	28.70	1	7	0	-147	161	-2	
42374	20	0.00	-4	-4.77	28.70	1	7	0	-259	-204	-31	
42485	20	0.00	-4	-4.60	28.70	1	7	0	-249	-291	9	
42598	20	0.00	-4	-4.51	28.70	1	7	0	-208	-276	-6	
42710	20	0.00	-4	-4.34	28.70	1	7	0	-261	-368	-14	
42821	20	0.00	-4	-4.51	28.70	1	7	0	-330	-408	-28	
42934	20	0.00	-4	-4.16	28.70	1	7	0	-221	-237	5	
43046	20	0.00	-4	-4.16	28.70	1	7	0	-223	-306	-8	
43158	20	0.00	-4	-5.04	28.70	0	7	0	-307	-414	-17	
