4767	L	6
4774	L	7
4780	L	8
4786	L	9
4792	L	10
4799	L	11
4805	L	12
4811	L	13
4817	L	14
4824	L	15
4830	L	16
4836	L	18
4843	L	18
4849	L	19
4855	L	20
4861	L	21
4867	L	22
4873	L	23
4879	L	24
4885	L	24
4891	L	25
4897	L	26
4903	L	26
4909	L	27
4916	L	28
4922	L	28
4928	L	29
4934	L	29
4940	L	30
4947	L	30
4953	L	31
4959	L	31
4965	L	31
4972	L	32
4978	L	32
4984	L	32
4991	L	33
4997	L	33
5003	L	33
5009	L	33
5015	L	33
5022	L	33
5028	L	33
5034	L	33
5040	L	33
5047	L	33
5053	L	33
5059	L	33
5065	L	33
5072	L	33
5078	L	32
5084	L	32
5090	L	32
5097	L	32
5103	L	31
5109	A	31
5116	A	31
5122	A	30
5128	A	29
5135	A	27
5141	A	26
5148	A	25
5153	A	23
5160	A	23
5166	A	21
5172	A	19
5178	A	18
5185	A	16
5191	A	15
5197	A	14
5203	A	15
5210	A	17
5216	A	18
5223	E	17
5229	E	18
5235	E	17
5242	E	17
5248	E	17
5254	E	17
5260	E	16
5266	E	16
5273	E	15
5279	E	14
5285	E	13
5291	E	12
5298	E	12
5304	E	11
5311	E	10
5317	E	9
5323	E	8
5329	E	8
5335	E	7
5341	E	6
5348	E	5
5354	E	4
5360	E	3
5366	E	2
5373	E	2
5379	E	1
5385	E	1
5391	E	0
5397	E	0
5403	E	0
5409	E	0
5415	E	0
5422	E	0
5428	E	0
5434	E	0
5440	E	0
5446	E	0
5453	E	0
5459	E	0
5465	E	0
5471	E	0
5477	E	0
5484	E	0
5490	E	0
5496	E	0
5502	E	0
5509	E	0
5515	E	0
5521	E	0
5528	E	-1
5535	E	0
5541	E	0
5548	E	0
5554	E	0
5561	E	0
5568	E	0
5574	E	0
5580	E	0
5587	E	0
5593	E	0
5600	E	0
5607	E	0
5616	E	0
5623	E	0
5630	E	0
5636	E	0
5642	E	0
5649	E	0
5656	E	0
5662	E	0
5669	E	0
5675	E	0
5682	E	0
5689	E	0
5695	E	0
5703	E	0
5709	E	0
5716	E	0
5722	E	0
5729	E	-1
5735	E	-1
5741	E	-1
5747	E	-1
5754	E	-1
5760	E	0
5767	E	0
5773	E	0
5780	E	0
5786	E	0
5793	E	0
5799	E	0
5806	E	0
5812	E	0
5819	E	0
5825	E	0
5832	E	0
5838	E	0
5845	E	0
5851	E	0
5858	E	0
5865	E	0
5871	E	0
5878	E	0
5884	E	0
5891	E	0
5897	E	0
5904	E	0
5911	E	0
5917	E	0
5924	E	0
5930	E	0
5937	E	0
5944	E	0
5950	E	0
5957	E	0
5963	E	0
5970	E	0
5976	E	0
5983	E	0
5990	E	0
5996	E	0
6003	E	0
6009	E	0
6016	E	0
6022	E	0
6029	E	0
6036	E	0
6042	E	0
6049	E	0
6055	E	0
6062	E	0
-1	ÿ	-238
Card failed, or not present
MPU Failed!
P0 value: 95712.50
Iniotial Altitude value: 0.00
Status: 10
